year,artist,title,album_length,tracks,subgenre,style
1968,Van Morrison,Astral Weeks,46.08,10,roots,Folk Rock
1970,Van Morrison,His Band and the Street Choir,41.67,12,roots,Blues Rock
1970,Van Morrison,Moondance,38.23,10,classic,Classic Rock
1970,Van Morrison,Moondance,38.23,10,roots,Folk Rock
1971,Van Morrison,Tupelo Honey,40.13,9,roots,Blues Rock
1971,Van Morrison,Tupelo Honey,40.13,9,roots,Folk Rock
1972,Van Morrison,Saint Dominic's Preview,41.27,7,roots,Folk Rock
1973,Van Morrison,Hard Nose The Highway,43.0,8,classic,Classic Rock
1973,Van Morrison,Hard Nose The Highway,43.0,8,roots,Blues Rock
1977,Van Morrison,A Period Of Transition,33.83,7,roots,Folk Rock
1978,Van Morrison,Wavelength,49.53,9,indie,Pop Rock
1979,Van Morrison,Into the Music,49.5,10,roots,Blues Rock
1979,Van Morrison,Into the Music,49.5,10,roots,Folk Rock
1980,Van Morrison,Common One,54.52,6,roots,Blues Rock
1980,Van Morrison,Common One,54.52,6,roots,Folk Rock
1986,Van Morrison,"No Guru, No Method, No Teacher",50.83,10,roots,Folk Rock
1987,Van Morrison,Poetic Champions Compose,48.18,11,roots,Blues Rock
1989,Van Morrison,Avalon Sunset,52.72,10,indie,Pop Rock
1990,Van Morrison,Enlightenment,50.05,10,roots,Blues Rock
1990,Van Morrison,Enlightenment,50.05,10,roots,Folk Rock
1991,Van Morrison,Hymns to the Silence,94.88,21,roots,Blues Rock
1991,Van Morrison,Hymns to the Silence,94.88,21,roots,Folk Rock
1999,Van Morrison,Back On Top,52.13,10,roots,Blues Rock
1969,Van der Graaf Generator,The Aerosol Grey Machine,46.48,10,classic,Prog Rock
1969,Van der Graaf Generator,The Aerosol Grey Machine,46.48,10,classic,Psychedelic Rock
1971,Van der Graaf Generator,Pawn Hearts,65.86,3,classic,Prog Rock
1975,Van der Graaf Generator,Godbluff,37.45,4,classic,Prog Rock
1976,Van der Graaf Generator,Still Life,44.93,5,classic,Prog Rock
1976,Van der Graaf Generator,World Record,68.45,5,classic,Prog Rock
2005,Van der Graaf Generator,Present,101.88,16,classic,Prog Rock
2008,Van der Graaf Generator,Trisector,53.43,9,classic,Prog Rock
2002,Vanessa Carlton,Be Not Nobody,45.85,11,indie,Alternative Rock
2002,Vanessa Carlton,Be Not Nobody,45.85,11,indie,Pop Rock
2004,Vanessa Carlton,Harmonium,45.95,10,indie,Pop Rock
2004,Vanessa Carlton,Harmonium,45.95,10,roots,Soft Rock
2007,Vanessa Carlton,Heroes and Thieves,43.5,11,indie,Pop Rock
2007,Vanessa Carlton,Heroes and Thieves,43.5,11,roots,Soft Rock
1967,Vanilla Fudge,Vanilla Fudge,42.68,10,classic,Psychedelic Rock
1998,Vanilla Ice,Hard to Swallow,49.9,13,metal,Nu Metal
2001,Vanilla Ice,Bi-Polar,72.72,26,metal,Nu Metal
2007,Vanna,Curses,37.62,12,punk,Hardcore
2009,Vanna,A New Hope,42.28,12,punk,Hardcore
2010,Vasaeleth,Crypt Born and Tethered To Ruin,30.05,8,metal,Death Metal
2005,Vashti Bunyan,Lookaftering,35.58,11,roots,Folk Rock
2006,Vaux,"Beyond Virtue, Beyond Vice",67.11,12,indie,Alternative Rock
2006,Vaux,"Beyond Virtue, Beyond Vice",67.11,12,punk,Hardcore
2010,Veara,What We Left Behind,30.6,10,punk,Pop Punk
2002,Vehemence,God Was Created,59.77,10,metal,Death Metal
2004,Vehemence,Helping the World to See,50.48,11,metal,Death Metal
2006,Veil of Maya,All Things Set Aside,33.42,9,metal,Death Metal
2010,Veil of Maya,[id],29.17,11,metal,Progressive Metal
2009,Vektor,Black Future,68.05,9,metal,Black Metal
2009,Vektor,Black Future,68.05,9,metal,Progressive Metal
2009,Vektor,Black Future,68.05,9,metal,Thrash
1993,Velocity Girl,Copacetic,45.42,12,indie,Indie Rock
2009,Velvet Acid Christ,The Art of Breaking Apart,71.23,13,indie,Shoegaze
2004,Velvet Cacoon,Genevieve,55.35,7,metal,Black Metal
2004,Velvet Revolver,Contraband,56.82,13,indie,Alternative Rock
2004,Velvet Revolver,Contraband,56.82,13,punk,Grunge
2007,Velvet Revolver,Libertad,61.92,15,metal,Hard Rock
2007,Velvet Revolver,Libertad,61.92,15,roots,Country Rock
2003,Vendetta Red,Between the Never and the Now,40.85,12,indie,Emo
2005,Vendetta Red,Sisters of the Red Death,47.35,12,metal,Hard Rock
1988,Vengeance Rising,Human Sacrifice,37.35,13,metal,Heavy Metal
1988,Vengeance Rising,Human Sacrifice,37.35,13,metal,Thrash
1981,Venom,Welcome to Hell,39.43,11,metal,Black Metal
1981,Venom,Welcome to Hell,39.43,11,metal,Heavy Metal
1982,Venom,Black Metal,65.49,12,metal,Black Metal
1982,Venom,Black Metal,65.49,12,metal,Heavy Metal
1982,Venom,Black Metal,65.49,12,metal,Speed Metal
1984,Venom,At War with Satan,39.75,7,metal,Black Metal
1984,Venom,At War with Satan,39.75,7,metal,Heavy Metal
1985,Venom,Possessed,42.95,13,metal,Black Metal
1985,Venom,Possessed,42.95,13,metal,Heavy Metal
1986,Venom,Eine Kleine Nachtmusik,71.49,20,metal,Black Metal
1986,Venom,Eine Kleine Nachtmusik,71.49,20,metal,Heavy Metal
1986,Venom,Eine Kleine Nachtmusik,71.49,20,punk,Punk
1987,Venom,Calm Before the Storm,36.25,11,metal,Heavy Metal
1987,Venom,Calm Before the Storm,36.25,11,metal,Speed Metal
1989,Venom,Prime Evil,36.83,10,metal,Heavy Metal
1989,Venom,Prime Evil,36.83,10,metal,Thrash
1991,Venom,Temples of Ice,40.33,10,metal,Black Metal
1991,Venom,Temples of Ice,40.33,10,metal,Heavy Metal
1991,Venom,Temples of Ice,40.33,10,metal,Thrash
1992,Venom,The Waste Lands,41.75,10,metal,Heavy Metal
1992,Venom,The Waste Lands,41.75,10,metal,Speed Metal
1997,Venom,Cast in Stone,84.95,25,metal,Black Metal
1997,Venom,Cast in Stone,84.95,25,metal,Heavy Metal
1997,Venom,Cast in Stone,84.95,25,metal,Thrash
2000,Venom,Resurrection,55.37,14,metal,Thrash
2006,Venom,Metal Black,57.25,14,metal,Black Metal
2006,Venom,Metal Black,57.25,14,metal,Heavy Metal
2008,Venom,Hell,55.42,13,metal,Black Metal
2008,Venom,Hell,55.42,13,metal,Heavy Metal
1984,Verbal Abuse,Just An American Band,22.0,12,punk,Hardcore
1984,Verbal Abuse,Just An American Band,22.0,12,punk,Punk
2004,Verse,Rebuild,26.13,11,punk,Hardcore
2004,Verse,Rebuild,26.13,11,punk,Punk
2006,Verse,From Anger and Rage,24.0,11,punk,Hardcore
2008,Verse,Aggression,28.9,12,punk,Hardcore
2006,Versus The Mirror,Home,38.2,12,punk,Post-Hardcore
1999,Vertical Horizon,Everything You Want,45.73,11,indie,Alternative Rock
2003,Vertical Horizon,Go,45.12,11,indie,Alternative Rock
2003,Vertical Horizon,Go,45.12,11,indie,Pop Rock
1994,Veruca Salt,American Thighs,52.4,13,indie,Alternative Rock
1997,Veruca Salt,Eight Arms to Hold You,51.18,14,indie,Alternative Rock
2008,Vessels,White Fields and Open Devices,63.52,10,classic,Prog Rock
2010,Vestiges,The Descent Of Man,46.45,7,indie,Post Rock
2010,Vestiges,The Descent Of Man,46.45,7,metal,Black Metal
2010,Vestiges,The Descent Of Man,46.45,7,metal,Doom Metal
2010,Vestiges,The Descent Of Man,46.45,7,punk,Hardcore
2010,Vestiges,The Descent Of Man,46.45,7,punk,Punk
1985,Vicious Rumors,Soldiers Of The Night,38.87,11,metal,Heavy Metal
1987,Vicious Rumors,Digital Dictator,38.95,10,metal,Heavy Metal
1987,Vicious Rumors,Digital Dictator,38.95,10,metal,Speed Metal
1990,Vicious Rumors,Vicious Rumors,39.4,10,metal,Heavy Metal
1991,Vicious Rumors,Welcome to the Ball,44.68,11,metal,Heavy Metal
1994,Vicious Rumors,Word Of Mouth,47.97,12,metal,Heavy Metal
1999,Videodrone,Videodrone,59.7,12,indie,Alternative Rock
1989,Viking,Man Of Straw,45.62,9,metal,Speed Metal
1989,Viking,Man Of Straw,45.62,9,metal,Thrash
1999,Vile,Stench of the Deceased,29.15,8,metal,Death Metal
2002,Vile,Depopulate,30.0,9,metal,Death Metal
1993,Vince Neil,Exposed,52.58,11,metal,Hard Rock
1993,Vince Neil,Exposed,52.58,11,metal,Heavy Metal
2001,Vincent Gallo,When,42.88,10,roots,Folk Rock
1986,Vinnie Moore,Mind's Eye,42.67,9,metal,Hard Rock
1986,Vinnie Moore,Mind's Eye,42.67,9,metal,Heavy Metal
1988,Vinnie Moore,Time Odyssey,60.55,10,metal,Hard Rock
1988,Vinnie Moore,Time Odyssey,60.55,10,metal,Heavy Metal
1999,Vinnie Moore,The Maze,58.62,10,metal,Hard Rock
1999,Vinnie Moore,The Maze,58.62,10,metal,Heavy Metal
1986,Vinnie Vincent Invasion,Vinnie Vincent Invasion,45.73,10,metal,Hard Rock
1988,Vinnie Vincent Invasion,All Systems Go,49.13,11,metal,Hard Rock
1988,Vinnie Vincent Invasion,All Systems Go,49.13,11,metal,Heavy Metal
1988,Vio-Lence,Eternal Nightmare,35.13,7,metal,Speed Metal
1988,Vio-Lence,Eternal Nightmare,35.13,7,metal,Thrash
1990,Vio-Lence,Oppressing The Masses,41.47,8,metal,Thrash
1983,Violent Femmes,Violent Femmes,35.97,10,indie,Alternative Rock
1983,Violent Femmes,Violent Femmes,35.97,10,indie,Indie Rock
1984,Violent Femmes,Hallowed Ground,38.53,9,indie,Alternative Rock
1984,Violent Femmes,Hallowed Ground,38.53,9,roots,Folk Rock
1986,Violent Femmes,The Blind Leading the Naked,37.2,13,indie,Alternative Rock
1988,Violent Femmes,3,36.2,12,indie,Alternative Rock
1988,Violent Femmes,3,36.2,12,indie,Indie Rock
1988,Violent Femmes,3,36.2,12,roots,Country Rock
1991,Violent Femmes,Why Do Birds Sing?,42.32,13,indie,Alternative Rock
1991,Violent Femmes,Why Do Birds Sing?,42.32,13,roots,Folk Rock
2008,Viral Load,Decade of Deepwoods Debauchery,32.36,9,metal,Death Metal
1983,Virgin Steele,Guardians Of The Flame,41.77,10,metal,Heavy Metal
1985,Virgin Steele,Noble Savage,45.9,10,metal,Heavy Metal
1988,Virgin Steele,Age Of Consent,47.98,10,metal,Hard Rock
1988,Virgin Steele,Age Of Consent,47.98,10,metal,Heavy Metal
1993,Virgin Steele,Life Among The Ruins,54.1,14,metal,Heavy Metal
1982,Visage,The Anvil,42.7,9,indie,New Wave
1996,Vision of Disorder,Vision of Disorder,39.07,12,metal,Heavy Metal
1996,Vision of Disorder,Vision of Disorder,39.07,12,punk,Hardcore
1998,Vision of Disorder,Imprint,43.13,11,metal,Heavy Metal
1998,Vision of Disorder,Imprint,43.13,11,metal,Metalcore
1998,Vision of Disorder,Imprint,43.13,11,punk,Hardcore
2001,Vision of Disorder,From Bliss To Devastation,50.07,13,metal,Heavy Metal
2001,Vision of Disorder,From Bliss To Devastation,50.07,13,metal,Nu Metal
2001,Vision of Disorder,From Bliss To Devastation,50.07,13,punk,Hardcore
1992,Vital Remains,Let Us Pray,56.28,9,metal,Death Metal
1995,Vital Remains,Into Cold Darkness,41.0,8,metal,Death Metal
1997,Vital Remains,Forever Underground,42.57,6,metal,Death Metal
2000,Vital Remains,Dawn of the Apocalypse,58.62,9,metal,Death Metal
2003,Vital Remains,Dechristianize,60.6,9,metal,Death Metal
2007,Vital Remains,Icons of Evil,67.25,10,metal,Death Metal
2008,Vivian Girls,Vivian Girls,21.49,10,punk,Garage Rock
2009,Vivian Girls,Everything Goes Wrong,36.02,13,indie,Indie Rock
2009,Vivian Girls,Everything Goes Wrong,36.02,13,punk,Garage Rock
2010,Viza,Made In Chernobyl,39.55,11,indie,Alternative Rock
2010,Viza,Made In Chernobyl,39.55,11,metal,Nu Metal
2009,Volcano Choir,Unmap,35.28,9,indie,Post Rock
2001,Volta Do Mar,At The Speed Of Light Or Day,51.87,14,classic,Prog Rock
1995,Voodoo Glow Skulls,Firme,40.87,16,punk,Punk
1998,Voodoo Glow Skulls,The Band Geek Mafia,44.23,14,punk,Hardcore
2007,Voxtrot,Voxtrot,43.83,11,indie,Indie Rock
1984,W.A.S.P.,W.A.S.P.,38.33,10,metal,Heavy Metal
1985,W.A.S.P.,The Last Command,41.32,10,metal,Hard Rock
1985,W.A.S.P.,The Last Command,41.32,10,metal,Heavy Metal
1986,W.A.S.P.,Inside The Electric Circus,47.88,12,metal,Heavy Metal
1989,W.A.S.P.,The Headless Children,49.03,10,metal,Heavy Metal
1992,W.A.S.P.,The Crimson Idol,57.77,10,metal,Heavy Metal
1995,W.A.S.P.,Still Not Black Enough,38.5,10,metal,Heavy Metal
1999,W.A.S.P.,Helldorado,41.88,10,metal,Hard Rock
1999,W.A.S.P.,Helldorado,41.88,10,metal,Heavy Metal
2001,W.A.S.P.,Unholy Terror,47.26,10,metal,Heavy Metal
2002,W.A.S.P.,Dying For The World,50.72,10,metal,Hard Rock
2002,W.A.S.P.,Dying For The World,50.72,10,metal,Heavy Metal
2004,W.A.S.P.,The Neon God: Part 1 - The Rise,52.1,14,metal,Hard Rock
2004,W.A.S.P.,The Neon God: Part 1 - The Rise,52.1,14,metal,Heavy Metal
2004,W.A.S.P.,The Neon God: Part 2 - The Demise,46.62,9,metal,Hard Rock
2004,W.A.S.P.,The Neon God: Part 2 - The Demise,46.62,9,metal,Heavy Metal
2007,W.A.S.P.,Dominator,43.45,9,metal,Heavy Metal
2009,W.A.S.P.,Babylon,43.43,9,metal,Heavy Metal
2005,Waking Ashland,Composure,51.72,13,indie,Pop Rock
2007,Waking The Cadaver,Perverse Recollections Of A Necromangler,26.58,11,metal,Death Metal
1981,Wall Of Voodoo,Dark Continent,34.58,13,indie,New Wave
1981,Wall Of Voodoo,Dark Continent,34.58,13,punk,Post-Punk
1982,Wall Of Voodoo,Call Of The West,40.53,10,indie,New Wave
1999,Walls of Jericho,The Bound Feed The Gagged,22.6,11,punk,Hardcore
2004,Walls of Jericho,All Hail The Dead,35.02,13,punk,Hardcore
2006,Walls of Jericho,With Devils Amongst Us All,34.93,11,punk,Hardcore
2008,Walls of Jericho,The American Dream,36.04,12,metal,Metalcore
2008,Walls of Jericho,The American Dream,36.04,12,punk,Hardcore
2005,War of Ages,War of Ages,41.75,11,metal,Metalcore
2005,War of Ages,War of Ages,41.75,11,punk,Hardcore
2006,War of Ages,Pride of the Wicked,41.12,10,metal,Metalcore
2007,War of Ages,Fire From the Tomb,46.31,12,punk,Hardcore
2008,War of Ages,Arise and Conquer,36.88,10,metal,Metalcore
2008,War of Ages,Arise and Conquer,36.88,10,punk,Hardcore
2008,Warbringer,War Without End,39.57,11,metal,Thrash
2009,Warbringer,Waking into Nightmares,44.05,12,metal,Thrash
1988,Wargasm,Why Play Around?,43.28,9,metal,Heavy Metal
1988,Wargasm,Why Play Around?,43.28,9,metal,Thrash
1984,Warlord,And the Cannons of Destruction Have Begun...,33.65,10,metal,Heavy Metal
2010,Warpaint,The Fool,47.22,9,indie,Indie Rock
2008,Warpath,Damnation,39.4,8,metal,Thrash
1989,Warrant,Dirty Rotten Filthy Stinking Rich,37.05,10,metal,Hard Rock
1990,Warrant,Cherry Pie,39.23,12,metal,Hard Rock
1992,Warrant,Dog Eat Dog,46.67,12,metal,Hard Rock
1995,Warrant,Ultraphobic,43.05,11,metal,Hard Rock
2006,Warrant,Born Again,44.95,12,metal,Hard Rock
2008,Warrel Dane,Praises To The War Machine,45.9,12,metal,Heavy Metal
1976,Warren Zevon,Warren Zevon,37.75,11,indie,Pop Rock
1978,Warren Zevon,Excitable Boy,31.48,9,indie,Pop Rock
1982,Warren Zevon,The Envoy,32.5,9,indie,Pop Rock
1987,Warren Zevon,Sentimental Hygiene,36.82,10,indie,Pop Rock
1987,Warren Zevon,Sentimental Hygiene,36.82,10,roots,Folk Rock
1987,Warren Zevon,Sentimental Hygiene,36.82,10,roots,Rock & Roll
2003,Warren Zevon,The Wind,45.6,11,indie,Alternative Rock
1990,Warrior Soul,Last Decade Dead Century,54.27,11,metal,Hard Rock
2008,Warship,Supply and Depend,38.83,10,punk,Hardcore
2005,Watchmaker,Erased From The Memory Of Man,26.3,16,metal,Black Metal
2005,Watchmaker,Erased From The Memory Of Man,26.3,16,punk,Hardcore
1985,Watchtower,Energetic Disassembly,37.68,8,metal,Progressive Metal
1985,Watchtower,Energetic Disassembly,37.68,8,metal,Thrash
1989,Watchtower,Control and Resistance,43.25,8,metal,Heavy Metal
1989,Watchtower,Control and Resistance,43.25,8,metal,Progressive Metal
1989,Watchtower,Control and Resistance,43.25,8,metal,Thrash
2007,Wavorly,Conquering the Fear of Flight,49.94,14,indie,Alternative Rock
2008,Wavves,Wavves,35.13,14,punk,Garage Rock
2008,Wavves,Wavves,35.13,14,punk,Punk
2009,Wavves,Wavvves,36.4,14,indie,Indie Rock
2010,Wavves,King of the Beach,37.0,12,classic,Psychedelic Rock
2010,Wavves,King of the Beach,37.0,12,punk,Punk
2000,Waxwing,One For The Ride,49.07,11,indie,Emo
2000,Waxwing,One For The Ride,49.07,11,indie,Indie Rock
2002,Waxwing,Nobody Can Take What Everybody Owns,35.85,10,indie,Emo
2002,Waxwing,Nobody Can Take What Everybody Owns,35.85,10,indie,Indie Rock
2002,Waxwing,Nobody Can Take What Everybody Owns,35.85,10,punk,Hardcore
1973,Waylon Jennings,Honky Tonk Heroes,26.93,10,roots,Country Rock
1973,Waylon Jennings,Honky Tonk Heroes,26.93,10,roots,Southern Rock
2006,We Are Scientists,With Love and Squalor,36.92,12,indie,Indie Rock
2008,We Are Scientists,Brain Thrust Mastery,41.19,18,indie,Indie Rock
2010,We Are Scientists,Barbara,31.83,10,indie,Indie Rock
2010,We Are The Ocean,Cutting Our Teeth,32.38,10,indie,Alternative Rock
2010,We Are The Ocean,Cutting Our Teeth,32.38,10,indie,Emo
2010,We Are The Ocean,Cutting Our Teeth,32.38,10,punk,Hardcore
2007,We The Kings,We The Kings,34.3,11,indie,Pop Rock
2009,We The Kings,Smile Kid,49.52,13,indie,Pop Rock
2009,We The Kings,Smile Kid,49.52,13,punk,Pop Punk
2007,We Were Skeletons,Summers,21.0,10,indie,Emo
2010,We Were Skeletons,We Were Skeletons,32.6,9,indie,Emo
2000,Weakling,Dead as Dreams,76.15,5,metal,Black Metal
2007,Weatherbox,American Art,50.15,13,indie,Emo
2007,Weatherbox,American Art,50.15,13,indie,Indie Rock
2009,Weatherbox,The Cosmic Drama,66.36,13,indie,Alternative Rock
2009,Weatherbox,The Cosmic Drama,66.36,13,indie,Emo
2009,Weatherbox,The Cosmic Drama,66.36,13,indie,Indie Rock
2007,Weaver At The Loom,I Was Searching and I Found,29.6,5,indie,Indie Rock
2006,Wednesday 13,Fang Bang,41.42,14,metal,Hard Rock
2006,Wednesday 13,Fang Bang,41.42,14,punk,Punk
2008,Wednesday 13,Skeletons,40.33,11,metal,Hard Rock
2008,Wednesday 13,Skeletons,40.33,11,punk,Punk
2002,Weedeater,Sixteen Tons,40.63,10,metal,Stoner Rock
2007,Weedeater,God Luck And Good Speed,38.97,9,metal,Stoner Rock
2010,Weekend,Sports,30.8,10,indie,Indie Rock
2010,Weekend,Sports,30.8,10,indie,Shoegaze
2007,Weekend Nachos,Punish and Destroy,52.15,27,metal,Thrash
2007,Weekend Nachos,Punish and Destroy,52.15,27,punk,Hardcore
2009,Weekend Nachos,Unforgivable,24.27,12,metal,Thrash
2009,Weekend Nachos,Unforgivable,24.27,12,punk,Hardcore
1991,Ween,The Pod,76.35,23,classic,Psychedelic Rock
1992,Ween,Pure Guava,55.45,19,classic,Psychedelic Rock
1992,Ween,Pure Guava,55.45,19,indie,Alternative Rock
1994,Ween,Chocolate and Cheese,54.63,16,indie,Alternative Rock
1994,Ween,Chocolate and Cheese,54.63,16,indie,Indie Rock
1996,Ween,12 Golden Country Greats,33.58,10,indie,Alternative Rock
1996,Ween,12 Golden Country Greats,33.58,10,roots,Country Rock
1997,Ween,The Mollusk,43.88,14,classic,Psychedelic Rock
1997,Ween,The Mollusk,43.88,14,indie,Alternative Rock
1999,Ween,Craters of the Sac,34.23,9,indie,Alternative Rock
2000,Ween,White Pepper,39.45,12,classic,Symphonic Rock
2000,Ween,White Pepper,39.45,12,indie,Alternative Rock
2003,Ween,All Request Live,68.28,18,indie,Alternative Rock
2003,Ween,Quebec,52.65,15,indie,Alternative Rock
2003,Ween,Quebec,52.65,15,indie,Indie Rock
2007,Ween,La Cucaracha,49.42,13,indie,Alternative Rock
2007,Ween,La Cucaracha,49.42,13,indie,Indie Rock
1994,Weezer,Weezer,41.3,10,indie,Alternative Rock
1994,Weezer,Weezer,41.3,10,indie,Pop Rock
1994,Weezer,Weezer,41.3,10,punk,Pop Punk
1996,Weezer,Pinkerton,34.53,10,indie,Alternative Rock
2002,Weezer,Maladroit,41.9,21,indie,Alternative Rock
2005,Weezer,Make Believe,55.4,13,indie,Alternative Rock
2005,Weezer,Make Believe,55.4,13,indie,Pop Rock
2008,Weezer,The Red Album,41.8,10,indie,Alternative Rock
2008,Weezer,The Red Album,41.8,10,indie,Indie Rock
2009,Weezer,Raditude,34.65,10,indie,Alternative Rock
2009,Weezer,Raditude,34.65,10,indie,Pop Rock
2010,Weezer,Hurley,33.87,10,indie,Alternative Rock
1987,Wehrmacht,Shark Attack,37.42,13,metal,Thrash
1987,Wehrmacht,Shark Attack,37.42,13,punk,Hardcore
2004,Welcome the Plague Year,Welcome the Plague Year,39.23,9,punk,Hardcore
1986,Wham!,Music from the Edge of Heaven,45.13,10,indie,Pop Rock
2000,Wheatus,Wheatus,33.22,11,indie,Alternative Rock
2009,While Heaven Wept,Vast Oceans Lachrymose,42.28,6,classic,Prog Rock
2009,While Heaven Wept,Vast Oceans Lachrymose,42.28,6,metal,Doom Metal
1986,Whiplash,Power and Pain,34.75,9,metal,Speed Metal
1986,Whiplash,Power and Pain,34.75,9,metal,Thrash
1987,Whiplash,Ticket to Mayhem,36.93,10,metal,Thrash
1989,Whiplash,Insult to Injury,36.93,11,metal,Thrash
1996,Whiskeytown,Faithless Street,67.52,13,roots,Country Rock
2001,Whiskeytown,Pneumonia,50.28,14,roots,Country Rock
2001,Whiskeytown,Pneumonia,50.28,14,roots,Folk Rock
2009,White Denim,Fits,36.87,12,indie,Indie Rock
2009,White Denim,Fits,36.87,12,indie,Pop Rock
1985,White Lion,Fight to Survive,44.53,10,metal,Hard Rock
1987,White Lion,Pride,42.42,10,metal,Heavy Metal
1989,White Lion,Big Game,52.02,11,metal,Hard Rock
1991,White Lion,Mane Attraction,62.13,10,metal,Hard Rock
2008,White Lion,Return of the Pride,57.43,12,metal,Hard Rock
2008,White Lion,Return of the Pride,57.43,12,metal,Heavy Metal
1969,White Noise,An Electric Storm,35.05,9,classic,Psychedelic Rock
2008,White Rabbits,Fort Nightly,47.85,13,indie,Indie Rock
2009,White Rabbits,It's Frightening,34.73,20,indie,Indie Rock
2010,White Wizzard,Over The Top,55.72,11,metal,Heavy Metal
1989,White Zombie,Make Them Die Slowly,39.92,7,metal,Heavy Metal
1996,White Zombie,Supersexy Swingin' Sounds,50.42,11,metal,Thrash
2010,Whitechapel,A New Era of Corruption,41.4,12,metal,Death Metal
1978,Whitesnake,Snakebite,36.42,8,metal,Hard Rock
1978,Whitesnake,Snakebite,36.42,8,roots,Blues Rock
1978,Whitesnake,Trouble,37.65,10,metal,Hard Rock
1978,Whitesnake,Trouble,37.65,10,roots,Blues Rock
1979,Whitesnake,Lovehunter,41.95,10,metal,Hard Rock
1979,Whitesnake,Lovehunter,41.95,10,roots,Blues Rock
1980,Whitesnake,Live... In The Heart Of The City,80.58,16,classic,Classic Rock
1980,Whitesnake,Live... In The Heart Of The City,80.58,16,metal,Hard Rock
1980,Whitesnake,Ready An' Willing,39.78,9,metal,Hard Rock
1980,Whitesnake,Ready An' Willing,39.78,9,roots,Blues Rock
1981,Whitesnake,Come An' Get It,40.08,10,metal,Hard Rock
1981,Whitesnake,Come An' Get It,40.08,10,metal,Heavy Metal
1982,Whitesnake,Saints And Sinners,39.05,10,metal,Hard Rock
1982,Whitesnake,Saints And Sinners,39.05,10,roots,Blues Rock
1984,Whitesnake,Slide It In,39.92,10,classic,Classic Rock
1984,Whitesnake,Slide It In,39.92,10,metal,Hard Rock
1984,Whitesnake,Slide It In,39.92,10,roots,Blues Rock
1987,Whitesnake,1987,53.07,11,metal,Hard Rock
