country,city,origin,origin_clean,latitude,longitude,address
United States,Irvine,"Irvine, California, U.S.","Irvine, California, US",33.6856969,-117.825981,"Irvine, Orange County, California, United States"
United States,Issaquah,"Issaquah, Washington, U.S.","Issaquah, Washington, US",47.5348778,-122.043297,"Issaquah, King County, Washington, United States"
United States,Jacksonville,"Jacksonville, Florida, U.S.","Jacksonville, Florida, US",30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States"
United States,Jacksonville,"Jacksonville, North Carolina, U.S.","Jacksonville, North Carolina, US",34.7494749,-77.4208221,"Jacksonville, Onslow County, North Carolina, United States"
United States,Las Vegas,"Las Vegas, Nevada, U.S.","Las Vegas, Nevada, US",36.1672559,-115.148516,"Las Vegas, Clark County, Nevada, United States"
United States,Lincoln Park,"Lincoln Park, Michigan, U.S.","Lincoln Park, Michigan, US",42.2505943,-83.1785361,"Lincoln Park, Wayne County, Michigan, 48146, United States"
United States,Lodi,"Lodi, New Jersey, U.S.","Lodi, New Jersey, US",40.8823215,-74.0831971,"Lodi, Bergen County, New Jersey, 07644, United States"
United States,Long Island,"Long Island, New York, U.S.","Long Island, New York, US",40.85149705,-73.09942966988302,"Long Island, New York, United States"
United States,Los Angeles,"Los Angeles, California, United States[1]","Los Angeles, California, United States",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
United States,Los Angeles,"Los Angeles, California, U.S.","Los Angeles, California, US",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
United States,Los Angeles,"Los Angeles, California","Los Angeles, California",34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States"
United States,Los Feliz,"Los Feliz, Los Angeles, California, U.S.","Los Feliz, Los Angeles, California, US",34.1076561,-118.2875062,"Los Feliz, Los Angeles, Los Angeles County, California, United States"
United States,Louisville,"Louisville, Kentucky, U.S.","Louisville, Kentucky, US",38.2542376,-85.759407,"Louisville, Jefferson County, Kentucky, United States"
United States,Mechanicsville,"Mechanicsville, Virginia, U.S.","Mechanicsville, Virginia, US",37.627722,-77.35381757536094,"Mechanicsville, Hanover County, Virginia, United States"
United States,Memphis,"Memphis, Tennessee, U.S.","Memphis, Tennessee, US",35.1460249,-90.0517638,"Memphis, Shelby County, West Tennessee, Tennessee, United States"
United States,Mesa,"Mesa, Arizona, U.S.","Mesa, Arizona, US",33.4151005,-111.831455,"Mesa, Maricopa County, Arizona, United States"
United States,Minneapolis,"Minneapolis, Minnesota, U.S.","Minneapolis, Minnesota, US",44.9772995,-93.2654692,"Minneapolis, Hennepin County, Minnesota, United States"
United States,Modesto,"Modesto, California, U.S.","Modesto, California, US",37.6393419,-120.9968892,"Modesto, Stanislaus County, California, United States"
United States,Montesano,"Montesano, Washington, U.S.","Montesano, Washington, US",46.9812063,-123.602662,"Montesano, Grays Harbor County, Washington, United States"
United States,Morristown,"Morristown, New Jersey, United States","Morristown, New Jersey, United States",40.7970382,-74.4809868,"Morristown, Morris County, New Jersey, 07960, United States"
United States,Mount Juliet,"Mount Juliet, Tennessee, U.S.","Mount Juliet, Tennessee, US",36.200055,-86.5186054,"Mount Juliet, Wilson County, Middle Tennessee, Tennessee, United States"
United States,Natick,"Natick, Massachusetts, U.S.","Natick, Massachusetts, US",42.2836393,-71.346996,"Natick, Middlesex County, Massachusetts, United States"
United States,New Brunswick,"New Brunswick, New Jersey, U.S.","New Brunswick, New Jersey, US",40.4951365,-74.4439254,"New Brunswick, Middlesex County, New Jersey, United States"
United States,New Hope,"New Hope, Pennsylvania, U.S.","New Hope, Pennsylvania, US",40.3642728,-74.9512785,"New Hope, Bucks County, Pennsylvania, United States"
United States,New Orleans,"New Orleans, Louisiana, US","New Orleans, Louisiana, US",29.9759983,-90.0782127,"New Orleans, Orleans Parish, Louisiana, United States"
United States,New Orleans,"New Orleans, Louisiana, U.S.","New Orleans, Louisiana, US",29.9759983,-90.0782127,"New Orleans, Orleans Parish, Louisiana, United States"
United States,New York,"New York, New York, United States","New York, New York, United States",40.7127281,-74.0060152,"City of New York, New York, United States"
United States,New York City,"New York City, New York, U.S.","New York City, New York, US",40.7127281,-74.0060152,"City of New York, New York, United States"
United States,New York City,"New York City, U.S.","New York City, US",40.7127281,-74.0060152,"City of New York, New York, United States"
United States,New York City,"New York City, United States","New York City, United States",40.7127281,-74.0060152,"City of New York, New York, United States"
United States,Newport Beach,"Newport Beach, California, U.S.[1]","Newport Beach, California, US",33.6170092,-117.9294401,"Newport Beach, Orange County, California, United States"
United States,Newton,"Newton, North Carolina, U.S.","Newton, North Carolina, US",35.6630887,-81.2219363,"Newton, Catawba County, North Carolina, 28658, United States"
United States,Northampton,"Northampton, Massachusetts, U.S.","Northampton, Massachusetts, US",42.3178989,-72.6311006,"Northampton, Hampshire County, Massachusetts, United States"
United States,Northridge,"Northridge, Los Angeles, California, United States","Northridge, Los Angeles, California, United States",34.2345615,-118.5369316,"Northridge, Northridge South Neighborhood Council District, Los Angeles, Los Angeles County, California, 91324, United States"
United States,Nyack,"Nyack, New York, U.S.","Nyack, New York, US",41.091121,-73.9196794,"Village of Nyack, Town of Orangetown, Rockland County, New York, 10960, United States"
United States,Oakland,"Oakland, California, U.S.","Oakland, California, US",37.8044557,-122.271356,"Oakland, Alameda County, California, United States"
United States,Oklahoma City,"Oklahoma City, Oklahoma, U.S.","Oklahoma City, Oklahoma, US",35.4729886,-97.5170536,"Oklahoma City, Oklahoma County, Oklahoma, United States"
United States,Olympia,"Olympia, Washington, United States","Olympia, Washington, United States",47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States"
United States,Omaha,"Omaha, Nebraska, United States","Omaha, Nebraska, United States",41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States"
United States,Omaha,"Omaha, Nebraska, U.S.","Omaha, Nebraska, US",41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States"
United States,Orange County,"Orange County, California, U.S.","Orange County, California, US",33.750631,-117.8722311,"Orange County, California, United States"
United States,Orlando,"Orlando, Florida, U.S.","Orlando, Florida, US",28.5421109,-81.3790304,"Orlando, Orange County, Florida, United States"
United States,Parkersburg,"Parkersburg, West Virginia","Parkersburg, West Virginia",39.2667309,-81.5620755,"Parkersburg, Wood County, West Virginia, United States"
United States,Pasadena,"Pasadena, California, U.S.","Pasadena, California, US",34.1476507,-118.144155,"Pasadena, Los Angeles County, California, United States"
United States,Peoria,"Peoria, Illinois, U.S.","Peoria, Illinois, US",40.6938609,-89.5891008,"Peoria, Peoria County, Illinois, United States"
United States,Phoenix,"Phoenix, Arizona, U.S.","Phoenix, Arizona, US",33.4484367,-112.074141,"Phoenix, Maricopa County, Arizona, United States"
United States,Poway,"Poway, California, United States","Poway, California, United States",32.9628234,-117.035864,"Poway, San Diego County, California, 92064, United States"
United States,Princeton,"Princeton, New Jersey, U.S.","Princeton, New Jersey, US",40.3496953,-74.6597376,"Princeton, Mercer County, New Jersey, United States"
United States,Providence,"Providence, Rhode Island, U.S.","Providence, Rhode Island, US",41.8239891,-71.4128343,"Providence, Providence County, Rhode Island, United States"
United States,Queens,"Queens, New York City, U.S.","Queens, New York City, US",40.7135078,-73.8283132,"Queens, Queens County, City of New York, New York, United States"
United States,Rancho Santa Margarita,"Rancho Santa Margarita, California, U.S.","Rancho Santa Margarita, California, US",33.6408845,-117.6029341,"Rancho Santa Margarita, Orange County, California, United States"
United States,Redmond,"Redmond, Washington","Redmond, Washington",47.6694141,-122.1238767,"Redmond, King County, Washington, 98052, United States"
United States,Richmond,"Richmond, California, U.S.","Richmond, California, US",37.9357576,-122.347748,"Richmond, Contra Costa County, California, United States"
United States,Richmond,"Richmond, Virginia, U.S.","Richmond, Virginia, US",37.5385087,-77.43428,"Richmond, Virginia, United States"
United States,Ridgewood,"Ridgewood, New Jersey, U.S.","Ridgewood, New Jersey, US",40.9796683,-74.1194403,"Ridgewood, Bergen County, New Jersey, United States"
United States,Riverside,"Riverside, California, U.S.","Riverside, California, US",33.9824949,-117.374238,"Riverside, Riverside County, California, United States"
United States,Rock Hill,"Rock Hill, South Carolina, U.S.","Rock Hill, South Carolina, US",34.9248667,-81.0250784,"Rock Hill, York County, South Carolina, United States"
United States,Sacramento,"Sacramento, California, U.S.","Sacramento, California, US",38.5810606,-121.493895,"Sacramento, Sacramento County, California, United States"
United States,San Diego,"San Diego, California, U.S.","San Diego, California, US",32.7174202,-117.162772,"San Diego, San Diego County, California, United States"
United States,San Francisco,"San Francisco, California, U.S.","San Francisco, California, US",37.7792588,-122.4193286,"San Francisco, California, United States"
United States,San Francisco,"San Francisco, California, United States","San Francisco, California, United States",37.7792588,-122.4193286,"San Francisco, California, United States"
United States,San Francisco Bay Area,"San Francisco Bay Area, California, United States","San Francisco Bay Area, California, United States",37.7884969,-122.3558473,"San Francisco Bay Area, San Francisco, California, 94110, United States"
United States,Santa Barbara,"Santa Barbara, California, United States","Santa Barbara, California, United States",34.4221319,-119.702667,"Santa Barbara, Santa Barbara County, California, United States"
United States,Santa Cruz,"Santa Cruz, California, U.S.","Santa Cruz, California, US",37.050096,-121.99059,"Santa Cruz County, California, United States"
United States,Sarasota,"Sarasota, Florida, U.S.","Sarasota, Florida, US",27.3365805,-82.5308545,"Sarasota, Sarasota County, Florida, United States"
United States,Seattle,"Seattle, Washington, U.S.","Seattle, Washington, US",47.6038321,-122.330062,"Seattle, King County, Washington, United States"
United States,Seattle,"Seattle, U.S.","Seattle, US",47.6038321,-122.330062,"Seattle, King County, Washington, United States"
United States,Spartanburg,"Spartanburg, South Carolina, U.S.","Spartanburg, South Carolina, US",34.9498007,-81.9320157,"Spartanburg, Spartanburg County, South Carolina, United States"
United States,Stockton,"Stockton, California, U.S.","Stockton, California, US",37.9577016,-121.290779,"Stockton, San Joaquin County, California, United States"
United States,Tampa,"Tampa, Florida, U.S.","Tampa, Florida, US",27.9477595,-82.458444,"Tampa, Hillsborough County, Florida, United States"
United States,Temecula,"Temecula, California, Estados Unidos","Temecula, California, Estados Unidos",33.4946353,-117.147366,"Temecula, Riverside County, California, United States"
United States,Tucson,"Tucson, Arizona, U.S.","Tucson, Arizona, US",32.2228765,-110.974847,"Tucson, Pima County, Arizona, United States"
United States,Ukiah,"Ukiah, California, U.S.","Ukiah, California, US",39.1501662,-123.2077861,"Ukiah, Mendocino County, California, 95482, United States"
United States,Virginia Beach,"Virginia Beach, Virginia, U.S.","Virginia Beach, Virginia, US",36.8496579,-75.9760751,"Virginia Beach, Virginia, United States"
United States,Washington,"Washington, D.C., U.S.","Washington, DC, US",38.8950368,-77.0365427,"Washington, District of Columbia, United States"
United States,Washington DC,"Washington D.C., U.S.","Washington DC, US",38.8950368,-77.0365427,"Washington, District of Columbia, United States"
United States,Westbury,"Westbury, New York, U.S.","Westbury, New York, US",40.7556561,-73.5876273,"Village of Westbury, Town of North Hempstead, Nassau County, New York, United States"
United States,Wilmette,"Wilmette, Illinois, U.S.","Wilmette, Illinois, US",42.0757315,-87.7193768,"Wilmette, New Trier Township, Cook County, Illinois, 60091, United States"
United States,Yorba Linda,"Yorba Linda, California, U.S.","Yorba Linda, California, US",33.8901096,-117.8249705,"Yorba Linda, Orange County, California, United States"
United States,Zion,"Zion, Illinois, U.S.","Zion, Illinois, US",42.4501169,-87.8337753,"Zion, Lake County, Illinois, 60099, United States"
Éire / Ireland,Celbridge,"Celbridge, Ireland","Celbridge, Ireland",53.3383004,-6.5396223,"Celbridge, The Municipal District of Celbridge — Leixlip, County Kildare, Leinster, Éire / Ireland"
Éire / Ireland,Dublin,"Dublin, Ireland","Dublin, Ireland",53.3493795,-6.2605593,"Dublin, County Dublin, Leinster, Éire / Ireland"
Éire / Ireland,Kilkenny,"Kilkenny, Ireland","Kilkenny, Ireland",52.6506255,-7.2514438,"Kilkenny, County Kilkenny, Leinster, Éire / Ireland"
Česko,Praha,"Praha, Hlavní město Praha, Czechia","Praha, Hlavní město Praha, Czechia",50.0596288,14.446459273258007,"Praha, obvod Praha 4, Hlavní město Praha, Praha, Česko"
Россия,Moscow,"Moscow, Russia","Moscow, Russia",55.625578,37.6063916,"Москва, Центральный федеральный округ, Россия"
