year,artist,title,rating,votes,album_length,tracks,avg_song_length,subgenre,style,country,city,state,state_pop
1973,Van Morrison,Hard Nose The Highway,3.39,50,43.0,8,5.38,roots,Blues Rock,United Kingdom,Belfast,Northern Ireland,1910543
1973,Van Morrison,Hard Nose The Highway,3.39,50,43.0,8,5.38,classic,Classic Rock,United Kingdom,Belfast,Northern Ireland,1910543
1972,Van Morrison,Saint Dominic's Preview,4.1,134,41.27,7,5.9,roots,Folk Rock,United Kingdom,Belfast,Northern Ireland,1910543
1971,Van Morrison,Tupelo Honey,3.87,109,40.13,9,4.46,roots,Folk Rock,United Kingdom,Belfast,Northern Ireland,1910543
1971,Van Morrison,Tupelo Honey,3.87,109,40.13,9,4.46,roots,Blues Rock,United Kingdom,Belfast,Northern Ireland,1910543
1970,Van Morrison,Moondance,4.35,492,38.23,10,3.82,roots,Folk Rock,United Kingdom,Belfast,Northern Ireland,1910543
1970,Van Morrison,Moondance,4.35,492,38.23,10,3.82,classic,Classic Rock,United Kingdom,Belfast,Northern Ireland,1910543
1970,Van Morrison,His Band and the Street Choir,3.71,114,41.67,12,3.47,roots,Blues Rock,United Kingdom,Belfast,Northern Ireland,1910543
1968,Van Morrison,Astral Weeks,4.34,691,46.08,10,4.61,roots,Folk Rock,United Kingdom,Belfast,Northern Ireland,1910543
1978,Van Morrison,Wavelength,3.3,46,49.53,9,5.5,indie,Pop Rock,United Kingdom,Belfast,Northern Ireland,1910543
2008,Van der Graaf Generator,Trisector,2.91,51,53.43,9,5.94,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
2005,Van der Graaf Generator,Present,3.05,61,101.88,16,6.37,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1976,Van der Graaf Generator,World Record,3.59,124,68.45,5,13.69,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1976,Van der Graaf Generator,Still Life,4.1,249,44.93,5,8.99,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1971,Van der Graaf Generator,Pawn Hearts,4.28,444,65.86,3,21.95,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1969,Van der Graaf Generator,The Aerosol Grey Machine,3.26,111,46.48,10,4.65,classic,Psychedelic Rock,United Kingdom,Manchester,North West (England),7516113
1969,Van der Graaf Generator,The Aerosol Grey Machine,3.26,111,46.48,10,4.65,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
1975,Van der Graaf Generator,Godbluff,4.33,384,37.45,4,9.36,classic,Prog Rock,United Kingdom,Manchester,North West (England),7516113
2005,Vashti Bunyan,Lookaftering,3.88,82,35.58,11,3.23,roots,Folk Rock,United Kingdom,Newcastle,North East (England),2683040
1991,Venom,Temples of Ice,2.83,106,40.33,10,4.03,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1991,Venom,Temples of Ice,2.83,106,40.33,10,4.03,metal,Thrash,United Kingdom,Newcastle,North East (England),2683040
1992,Venom,The Waste Lands,3.12,95,41.75,10,4.18,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1992,Venom,The Waste Lands,3.12,95,41.75,10,4.18,metal,Speed Metal,United Kingdom,Newcastle,North East (England),2683040
2008,Venom,Hell,2.25,130,55.42,13,4.26,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
2000,Venom,Resurrection,2.9,116,55.37,14,3.95,metal,Thrash,United Kingdom,Newcastle,North East (England),2683040
1997,Venom,Cast in Stone,2.94,118,84.95,25,3.4,metal,Thrash,United Kingdom,Newcastle,North East (England),2683040
2006,Venom,Metal Black,2.53,178,57.25,14,4.09,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
2006,Venom,Metal Black,2.53,178,57.25,14,4.09,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
2008,Venom,Hell,2.25,130,55.42,13,4.26,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
1997,Venom,Cast in Stone,2.94,118,84.95,25,3.4,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1991,Venom,Temples of Ice,2.83,106,40.33,10,4.03,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
1997,Venom,Cast in Stone,2.94,118,84.95,25,3.4,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
1989,Venom,Prime Evil,3.01,128,36.83,10,3.68,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1989,Venom,Prime Evil,3.01,128,36.83,10,3.68,metal,Thrash,United Kingdom,Newcastle,North East (England),2683040
1981,Venom,Welcome to Hell,3.8,717,39.43,11,3.58,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
1982,Venom,Black Metal,3.81,919,65.49,12,5.46,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
1982,Venom,Black Metal,3.81,919,65.49,12,5.46,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1982,Venom,Black Metal,3.81,919,65.49,12,5.46,metal,Speed Metal,United Kingdom,Newcastle,North East (England),2683040
1981,Venom,Welcome to Hell,3.8,717,39.43,11,3.58,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1984,Venom,At War with Satan,3.51,358,39.75,7,5.68,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1985,Venom,Possessed,2.82,181,42.95,13,3.3,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
1985,Venom,Possessed,2.82,181,42.95,13,3.3,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1987,Venom,Calm Before the Storm,2.41,133,36.25,11,3.3,metal,Heavy Metal,United Kingdom,Newcastle,North East (England),2683040
1987,Venom,Calm Before the Storm,2.41,133,36.25,11,3.3,metal,Speed Metal,United Kingdom,Newcastle,North East (England),2683040
1984,Venom,At War with Satan,3.51,358,39.75,7,5.68,metal,Black Metal,United Kingdom,Newcastle,North East (England),2683040
2008,Vessels,White Fields and Open Devices,3.94,121,63.52,10,6.35,classic,Prog Rock,United Kingdom,Leeds,Yorkshire and The Humber,5541262
1982,Visage,The Anvil,3.77,24,42.7,9,4.74,indie,New Wave,United Kingdom,London,London,8855333
1988,Wargasm,Why Play Around?,3.78,20,43.28,9,4.81,metal,Heavy Metal,United Kingdom,London,London,8855333
1988,Wargasm,Why Play Around?,3.78,20,43.28,9,4.81,metal,Thrash,United Kingdom,London,London,8855333
2008,Warpath,Damnation,3.63,23,39.4,8,4.92,metal,Thrash,United Kingdom,Swansea,Wales,3131640
2010,We Are The Ocean,Cutting Our Teeth,3.47,164,32.38,10,3.24,indie,Emo,United Kingdom,Loughton,East,6398497
2010,We Are The Ocean,Cutting Our Teeth,3.47,164,32.38,10,3.24,indie,Alternative Rock,United Kingdom,Loughton,East,6398497
2010,We Are The Ocean,Cutting Our Teeth,3.47,164,32.38,10,3.24,punk,Hardcore,United Kingdom,Loughton,East,6398497
1986,Wham!,Music from the Edge of Heaven,3.09,22,45.13,10,4.51,indie,Pop Rock,United Kingdom,Bushey,East,6398497
1969,White Noise,An Electric Storm,3.57,66,35.05,9,3.89,classic,Psychedelic Rock,United Kingdom,Billingham,North East (England),2683040
1997,Whitesnake,Restless Heart,2.94,77,55.85,11,5.08,roots,Blues Rock,United Kingdom,London,London,8855333
1997,Whitesnake,Restless Heart,2.94,77,55.85,11,5.08,metal,Hard Rock,United Kingdom,London,London,8855333
1989,Whitesnake,Slip Of The Tongue,3.48,216,47.0,10,4.7,metal,Hard Rock,United Kingdom,London,London,8855333
1987,Whitesnake,Whitesnake,3.9,440,42.25,9,4.69,metal,Hard Rock,United Kingdom,London,London,8855333
1984,Whitesnake,Slide It In,3.86,236,39.92,10,3.99,roots,Blues Rock,United Kingdom,London,London,8855333
1984,Whitesnake,Slide It In,3.86,236,39.92,10,3.99,metal,Hard Rock,United Kingdom,London,London,8855333
1984,Whitesnake,Slide It In,3.86,236,39.92,10,3.99,classic,Classic Rock,United Kingdom,London,London,8855333
1982,Whitesnake,Saints And Sinners,3.36,145,39.05,10,3.9,roots,Blues Rock,United Kingdom,London,London,8855333
1982,Whitesnake,Saints And Sinners,3.36,145,39.05,10,3.9,metal,Hard Rock,United Kingdom,London,London,8855333
1981,Whitesnake,Come An' Get It,3.64,138,40.08,10,4.01,metal,Heavy Metal,United Kingdom,London,London,8855333
1981,Whitesnake,Come An' Get It,3.64,138,40.08,10,4.01,metal,Hard Rock,United Kingdom,London,London,8855333
1980,Whitesnake,Ready An' Willing,3.66,156,39.78,9,4.42,roots,Blues Rock,United Kingdom,London,London,8855333
1980,Whitesnake,Ready An' Willing,3.66,156,39.78,9,4.42,metal,Hard Rock,United Kingdom,London,London,8855333
1979,Whitesnake,Lovehunter,3.31,159,41.95,10,4.2,roots,Blues Rock,United Kingdom,London,London,8855333
1979,Whitesnake,Lovehunter,3.31,159,41.95,10,4.2,metal,Hard Rock,United Kingdom,London,London,8855333
1978,Whitesnake,Trouble,3.17,111,37.65,10,3.76,roots,Blues Rock,United Kingdom,London,London,8855333
1978,Whitesnake,Trouble,3.17,111,37.65,10,3.76,metal,Hard Rock,United Kingdom,London,London,8855333
1978,Whitesnake,Snakebite,3.03,95,36.42,8,4.55,roots,Blues Rock,United Kingdom,London,London,8855333
1978,Whitesnake,Snakebite,3.03,95,36.42,8,4.55,metal,Hard Rock,United Kingdom,London,London,8855333
2008,Whitesnake,Good To Be Bad,3.59,140,67.23,12,5.6,metal,Hard Rock,United Kingdom,London,London,8855333
2009,Wild Beasts,Two Dancers,3.94,208,37.43,10,3.74,indie,Indie Rock,United Kingdom,Kendal,North West (England),7516113
2008,Wild Beasts,"Limbo, Panto",3.88,84,41.7,10,4.17,classic,Art Rock,United Kingdom,Kendal,North West (England),7516113
2008,Wild Beasts,"Limbo, Panto",3.88,84,41.7,10,4.17,indie,Indie Rock,United Kingdom,Kendal,North West (England),7516113
1971,Wings,Wild Life,3.01,75,37.95,8,4.74,indie,Pop Rock,United Kingdom,London,London,8855333
1973,Wings,Band on the Run,4.15,445,44.67,9,4.96,indie,Pop Rock,United Kingdom,London,London,8855333
1973,Wings,Red Rose Speedway,3.4,78,42.41,13,3.26,indie,Pop Rock,United Kingdom,London,London,8855333
1975,Wings,Venus and Mars,3.71,105,43.02,13,3.31,indie,Pop Rock,United Kingdom,London,London,8855333
1976,Wings,Wings at the Speed of Sound,3.14,71,46.6,11,4.24,indie,Pop Rock,United Kingdom,London,London,8855333
1978,Wings,London Town,3.34,62,51.1,14,3.65,indie,Pop Rock,United Kingdom,London,London,8855333
1979,Wings,Back to the Egg,3.12,56,41.95,16,2.62,indie,Pop Rock,United Kingdom,London,London,8855333
2010,Winterfylleth,The Mercian Sphere,3.71,114,68.42,10,6.84,metal,Black Metal,United Kingdom,Manchester,North West (England),7516113
2008,Winterfylleth,The Ghost Of Heritage,3.58,82,48.9,9,5.43,metal,Black Metal,United Kingdom,Manchester,North West (England),7516113
1990,Wire,Manscape,2.6,20,63.43,13,4.88,punk,Post-Punk,United Kingdom,London,London,8855333
2010,Wire,Red Barked Tree,2.96,68,39.13,11,3.56,punk,Punk,United Kingdom,London,London,8855333
2010,Wire,Red Barked Tree,2.96,68,39.13,11,3.56,indie,Indie Rock,United Kingdom,London,London,8855333
2010,Wire,Red Barked Tree,2.96,68,39.13,11,3.56,indie,Alternative Rock,United Kingdom,London,London,8855333
2008,Wire,Object 47,2.91,48,34.7,9,3.86,classic,Art Rock,United Kingdom,London,London,8855333
2003,Wire,Send,3.23,48,40.4,11,3.67,punk,Punk,United Kingdom,London,London,8855333
2003,Wire,Send,3.23,48,40.4,11,3.67,indie,Alternative Rock,United Kingdom,London,London,8855333
2003,Wire,Send,3.23,48,40.4,11,3.67,classic,Art Rock,United Kingdom,London,London,8855333
1989,Wire,It's Beginning To And Back Again,2.33,38,59.72,11,5.43,indie,New Wave,United Kingdom,London,London,8855333
1991,Wire,The Drill,2.46,20,55.39,9,6.15,indie,New Wave,United Kingdom,London,London,8855333
1988,Wire,A Bell Is A Cup Until It Is Struck,3.27,59,43.65,10,4.36,indie,New Wave,United Kingdom,London,London,8855333
1987,Wire,The Ideal Copy,2.86,52,33.73,8,4.22,classic,Art Rock,United Kingdom,London,London,8855333
1979,Wire,154,4.09,361,58.0,18,3.22,punk,Post-Punk,United Kingdom,London,London,8855333
1979,Wire,154,4.09,361,58.0,18,3.22,indie,New Wave,United Kingdom,London,London,8855333
1978,Wire,Chairs Missing,4.2,449,42.42,15,2.83,punk,Post-Punk,United Kingdom,London,London,8855333
1978,Wire,Chairs Missing,4.2,449,42.42,15,2.83,indie,New Wave,United Kingdom,London,London,8855333
1977,Wire,Pink Flag,4.3,867,35.62,21,1.7,punk,Punk,United Kingdom,London,London,8855333
1977,Wire,Pink Flag,4.3,867,35.62,21,1.7,indie,New Wave,United Kingdom,London,London,8855333
1989,Wire,It's Beginning To And Back Again,2.33,38,59.72,11,5.43,indie,Indie Rock,United Kingdom,London,London,8855333
1977,Wishbone Ash,Front Page News,3.85,26,42.35,10,4.24,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1978,Wishbone Ash,No Smoke Without Fire,3.91,27,71.65,11,6.51,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
1978,Wishbone Ash,No Smoke Without Fire,3.91,27,71.65,11,6.51,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1980,Wishbone Ash,Just Testing,3.7,28,55.53,8,6.94,classic,Classic Rock,United Kingdom,Torquay,South West (England),5764881
1980,Wishbone Ash,Just Testing,3.7,28,55.53,8,6.94,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
1980,Wishbone Ash,Just Testing,3.7,28,55.53,8,6.94,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
2007,Wishbone Ash,The Power Of Eternity,3.8,23,49.47,10,4.95,classic,Classic Rock,United Kingdom,Torquay,South West (England),5764881
1996,Wishbone Ash,Illuminations,3.86,21,64.62,12,5.39,classic,Classic Rock,United Kingdom,Torquay,South West (England),5764881
1996,Wishbone Ash,Illuminations,3.86,21,64.62,12,5.39,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
2007,Wishbone Ash,The Power Of Eternity,3.8,23,49.47,10,4.95,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
2007,Wishbone Ash,The Power Of Eternity,3.8,23,49.47,10,4.95,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1977,Wishbone Ash,Front Page News,3.85,26,42.35,10,4.24,classic,Classic Rock,United Kingdom,Torquay,South West (England),5764881
1981,Wishbone Ash,Number The Brave,3.79,29,40.45,10,4.04,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1976,Wishbone Ash,New England,3.89,37,38.45,9,4.27,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1971,Wishbone Ash,Pilgrimage,3.85,96,39.9,7,5.7,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
1976,Wishbone Ash,Locked In,3.22,30,36.97,8,4.62,indie,Pop Rock,United Kingdom,Torquay,South West (England),5764881
1970,Wishbone Ash,Wishbone Ash,4.03,146,41.15,6,6.86,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
1970,Wishbone Ash,Wishbone Ash,4.03,146,41.15,6,6.86,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1976,Wishbone Ash,New England,3.89,37,38.45,9,4.27,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
1972,Wishbone Ash,Argus,4.29,385,43.8,7,6.26,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
1972,Wishbone Ash,Argus,4.29,385,43.8,7,6.26,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1971,Wishbone Ash,Pilgrimage,3.85,96,39.9,7,5.7,roots,Blues Rock,United Kingdom,Torquay,South West (England),5764881
1973,Wishbone Ash,Wishbone Four,3.8,60,43.93,8,5.49,roots,Soft Rock,United Kingdom,Torquay,South West (England),5764881
1974,Wishbone Ash,There's The Rub,4.09,85,38.02,6,6.34,classic,Prog Rock,United Kingdom,Torquay,South West (England),5764881
1974,Wishbone Ash,There's The Rub,4.09,85,38.02,6,6.34,metal,Hard Rock,United Kingdom,Torquay,South West (England),5764881
1974,Wishbone Ash,There's The Rub,4.09,85,38.02,6,6.34,roots,Folk Rock,United Kingdom,Torquay,South West (England),5764881
1976,Wishbone Ash,Locked In,3.22,30,36.97,8,4.62,classic,Classic Rock,United Kingdom,Torquay,South West (England),5764881
1972,Wishbone Ash,Argus,4.29,385,43.8,7,6.26,roots,Folk Rock,United Kingdom,Torquay,South West (England),5764881
1982,Witchfinder General,Death Penalty,3.85,217,30.72,7,4.39,metal,Doom Metal,United Kingdom,Stourbridge,West Midlands (England),6021653
1982,Witchfinder General,Death Penalty,3.85,217,30.72,7,4.39,metal,Heavy Metal,United Kingdom,Stourbridge,West Midlands (England),6021653
1983,Witchfinder General,Friends Of Hell,3.48,94,35.95,9,3.99,metal,Doom Metal,United Kingdom,Stourbridge,West Midlands (England),6021653
1983,Witchfinder General,Friends Of Hell,3.48,94,35.95,9,3.99,metal,Heavy Metal,United Kingdom,Stourbridge,West Midlands (England),6021653
2008,Witchfinder General,Resurrected,2.18,22,42.43,8,5.3,metal,Doom Metal,United Kingdom,Stourbridge,West Midlands (England),6021653
1980,Witchfynde,Give 'em Hell,3.58,30,35.27,7,5.04,metal,Heavy Metal,United Kingdom,Chesterfield,East Midlands (England),4934939
2009,Wodensthrone,Loss,3.59,127,69.55,8,8.69,metal,Black Metal,United Kingdom,Sunderland,North East (England),2683040
2010,Wolf People,Steeple,3.74,27,43.08,9,4.79,classic,Psychedelic Rock,United Kingdom,Bedford,East,6398497
1978,X-Ray Spex,Germfree Adolescents,4.09,133,35.77,14,2.56,punk,Punk,United Kingdom,London,London,8855333
1999,XTC,Apple Venus Volume 1,3.91,96,50.03,11,4.55,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
1999,XTC,Apple Venus Volume 1,3.91,96,50.03,11,4.55,classic,Art Rock,United Kingdom,Swindon,South West (England),5764881
1992,XTC,Nonsuch,3.63,78,63.25,17,3.72,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
1989,XTC,Oranges and Lemons,3.85,101,60.83,15,4.06,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
1989,XTC,Oranges and Lemons,3.85,101,60.83,15,4.06,indie,New Wave,United Kingdom,Swindon,South West (England),5764881
1986,XTC,Skylarking,4.11,345,45.78,14,3.27,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
1984,XTC,The Big Express,3.62,67,53.77,11,4.89,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
1983,XTC,Mummer,3.56,72,41.32,10,4.13,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
2000,XTC,Wasp Star (Apple Venus Volume 2),3.52,53,50.9,12,4.24,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
1982,XTC,English Settlement,4.05,181,71.45,15,4.76,indie,New Wave,United Kingdom,Swindon,South West (England),5764881
1980,XTC,Black Sea,4.01,180,48.65,11,4.42,indie,New Wave,United Kingdom,Swindon,South West (England),5764881
1979,XTC,Drums And Wires,3.99,226,47.45,12,3.95,indie,New Wave,United Kingdom,Swindon,South West (England),5764881
1978,XTC,White Music,3.36,85,35.73,12,2.98,punk,Post-Punk,United Kingdom,Swindon,South West (England),5764881
1978,XTC,White Music,3.36,85,35.73,12,2.98,indie,New Wave,United Kingdom,Swindon,South West (England),5764881
1978,XTC,Go 2,3.0,64,40.62,12,3.38,punk,Punk,United Kingdom,Swindon,South West (England),5764881
1978,XTC,Go 2,3.0,64,40.62,12,3.38,indie,New Wave,United Kingdom,Swindon,South West (England),5764881
1982,XTC,English Settlement,4.05,181,71.45,15,4.76,indie,Pop Rock,United Kingdom,Swindon,South West (England),5764881
1996,Xentrix,Scourge,1.85,27,52.57,10,5.26,metal,Heavy Metal,United Kingdom,Preston,North West (England),7516113
1992,Xentrix,Kin,3.17,33,46.3,9,5.14,metal,Thrash,United Kingdom,Preston,North West (England),7516113
1996,Xentrix,Scourge,1.85,27,52.57,10,5.26,metal,Thrash,United Kingdom,Preston,North West (England),7516113
1989,Xentrix,Shattered Existence,3.86,95,43.0,9,4.78,metal,Thrash,United Kingdom,Preston,North West (England),7516113
1990,Xentrix,For Whose Advantage?,3.82,124,40.35,9,4.48,metal,Thrash,United Kingdom,Preston,North West (England),7516113
2010,Yashin,Put Your Hands Where I Can See Them,3.52,42,37.7,11,3.43,metal,Hard Rock,United Kingdom,Greenock,Scotland,2683040
1980,Yes,Drama,3.74,534,47.35,6,7.89,classic,Classic Rock,United Kingdom,London,London,8855333
2001,Yes,Magnification,3.0,279,60.45,10,6.04,classic,Symphonic Rock,United Kingdom,London,London,8855333
2001,Yes,Magnification,3.0,279,60.45,10,6.04,classic,Prog Rock,United Kingdom,London,London,8855333
2001,Yes,Magnification,3.0,279,60.45,10,6.04,classic,Art Rock,United Kingdom,London,London,8855333
1999,Yes,The Ladder,2.89,273,60.27,11,5.48,classic,Prog Rock,United Kingdom,London,London,8855333
1997,Yes,Open Your Eyes,1.91,261,74.12,13,5.7,classic,Prog Rock,United Kingdom,London,London,8855333
