artist,country,city,latitude,longitude,address,state,state_pop
Burn,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Cactus,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Chavez,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Damn Yankees,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Darwin Deez,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Electric Masada,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Enon,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
H2O,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Handsome,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Harlem Shakes,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Havohej,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Killing Time,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Luna,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
OSI,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Pyrexia,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Regina Spektor,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Saetia,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Damned Things,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Felice Brothers,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Rapture,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Winter,United States,New York,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
108,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Ace Frehley,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Agnostic Front,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Anamanaguchi,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Asobi Seksu,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Band of Susans,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Battles,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Bayside,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Beach Fossils,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Beastie Boys,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Behold... The Arctopus,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Biohazard,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Blonde Redhead,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Blondie,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Bloodsimple,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Bloody Panda,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Born Against,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Bowery Electric,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
CIV,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Carnivore,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Carole King,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Castevet,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Celldweller,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Ciccone Youth,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Circle of Dust,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Cobra Starship,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Codeine,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Cop Shoot Cop,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Cro-Mags,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Crystal Stilts,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Cymbals Eat Guitars,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Davenport Cabinet,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Department of Eagles,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Discovery,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Dope,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Dust,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Elysian Fields,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Emigrate,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Endwell,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Fischerspooner,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Foreigner,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Fountains of Wayne,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Fun Lovin' Criminals,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Gang Gang Dance,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Gay For Johnny Depp,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Gene Simmons,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Gogol Bordello,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Gorilla Biscuits,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Greg Howe,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Gregory and the Hawk,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Happy Body Slow Brain,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Helmet,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
INDK,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Ill Bill,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Indricothere,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Ingrid Michaelson,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Interpol,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
John Frusciante,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
John Zorn,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Judge,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Julian Casablancas,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
KISS,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Kevin Devine,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Kevin Rudolf,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Khanate,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Khlyst,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
King Missile,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Krallice,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Lenny Kravitz,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Life of Agony,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Lindsay Lohan,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Liquid Tension Experiment,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Liquid Trio Experiment,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Madball,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Mahavishnu Orchestra,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Marnie Stern,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Matt and Kim,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Merauder,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Mindless Self Indulgence,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Moby,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Most Precious Blood,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
My Brightest Diamond,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Nada Surf,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Nausea,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Neil Diamond,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
New York Dolls,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Norah Jones,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Nuclear Assault,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Off Minor,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Orange 9mm,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Pat Benatar,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Paul Simon,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Paul Stanley,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Phil Ochs,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Plasmatics,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Poe,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Pro-Pain,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Prong,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Quicksand,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Ram Jam,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Reagan Youth,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Richard Hell and The Voidoids,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Riot,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Rival Schools,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Sandy Bull,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Scarlett Johansson,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
School of Seven Bells,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Scissor Sisters,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Sean Lennon,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Shelter,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Sick of It All,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Silver Apples,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Sir Lord Baltimore,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Sonic Youth,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Soul Coughing,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Spacehog,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Spin Doctors,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Star Fucking Hipsters,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Stormtroopers of Death,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Suicide,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Suzanne Vega,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Swans,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Television,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Texas Is The Reason,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Angels of Light,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Antlers,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Blood of Heroes,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Books,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Bravery,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Casualties,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Cramps,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Dictators,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Fiery Furnaces,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Left Rights,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Moldy Peaches,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Mooney Suzuki,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Pains of Being Pure at Heart,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Pretty Reckless,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Ronettes,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Strokes,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Van Pelt,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Velvet Underground,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Virgins,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
The Walkmen,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Tyondai Braxton,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
United Nations,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Unsane,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Utopia,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Vampire Weekend,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Warrior Soul,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
White Lion,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
White Zombie,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Winger,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Yeah Yeah Yeahs,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
fun.,United States,New York City,40.7127281,-74.0060152,"City of New York, New York, United States",New York,18002855
Boysetsfire,United States,Newark,39.6828358,-75.7515682,"Newark, New Castle County, Delaware, United States",Delaware,669063
All Out War,United States,Newburgh,41.503557,-74.02439159105296,"City of Newburgh, Orange County, New York, United States",New York,18002855
Gizmachi,United States,Newburgh,41.503557,-74.02439159105296,"City of Newburgh, Orange County, New York, United States",New York,18002855
Saul Williams,United States,Newburgh,41.503557,-74.02439159105296,"City of Newburgh, Orange County, New York, United States",New York,18002855
The Morning Of,United States,Newburgh,41.503557,-74.02439159105296,"City of Newburgh, Orange County, New York, United States",New York,18002855
Hotwire,United States,Newbury Park,34.183671,-118.91183,"Newbury Park, Thousand Oaks, Ventura County, California, 91320, United States",California,29950111
Warbringer,United States,Newbury Park,34.183671,-118.91183,"Newbury Park, Thousand Oaks, Ventura County, California, 91320, United States",California,29950111
The Lillingtons,United States,Newcastle,43.8547459,-104.2051256,"Newcastle, Weston County, Wyoming, United States",Wyoming,453401
Alan Jackson,United States,Newnan,33.3806716,-84.7996573,"Newnan, Coweta County, Georgia, United States",Georgia,6506531
Belly,United States,Newport,41.4899827,-71.3137707,"Newport, Newport County, Rhode Island, 02840, United States",Rhode Island,1004648
Throwing Muses,United States,Newport,41.4899827,-71.3137707,"Newport, Newport County, Rhode Island, 02840, United States",Rhode Island,1004648
Sugar Ray,United States,Newport Beach,33.6170092,-117.9294401,"Newport Beach, Orange County, California, United States",California,29950111
Robert Cray,United States,Newport News,36.9775016,-76.42977,"Newport News, Virginia, United States",Virginia,6213526
Anal Cunt,United States,Newton,42.3370414,-71.2092214,"Newton, Middlesex County, Massachusetts, United States",Massachusetts,6018664
Impaled Northern Moonforest,United States,Newton,42.3370414,-71.2092214,"Newton, Middlesex County, Massachusetts, United States",Massachusetts,6018664
Tori Amos,United States,Newton,35.6630887,-81.2219363,"Newton, Catawba County, North Carolina, 28658, United States",North Carolina,6656986
Kids in the Way,United States,Noblesville,40.0455918,-86.0085955,"Noblesville, Hamilton County, Indiana, 46060, United States",Indiana,5555097
Mae,United States,Norfolk,36.8493695,-76.2899539,"Norfolk, Virginia, United States",Virginia,6213526
The Junior Varsity,United States,Normal,40.5092961,-88.9843937,"Normal, McLean County, Illinois, United States",Illinois,11446979
Rwake,United States,North Little Rock,34.769536,-92.2670941,"North Little Rock, Hill Township, Pulaski County, Arkansas, United States",Arkansas,2354343
Black Pyramid,United States,Northampton,42.3178989,-72.6311006,"Northampton, Hampshire County, Massachusetts, United States",Massachusetts,6018664
Sebadoh,United States,Northampton,42.3178989,-72.6311006,"Northampton, Hampshire County, Massachusetts, United States",Massachusetts,6018664
Majority Rule,United States,Northern Virginia,38.8408718,-77.1144702810449,"Northern Virginia Community College - Alexandria Campus, 5000, Dawes Avenue, Washington Forest, John Adams, Alexandria West, Alexandria, Virginia, 22311, United States",Virginia,6213526
Wheatus,United States,Northport,40.9009595,-73.343167,"Village of Northport, Town of Huntington, Suffolk County, New York, 11768, United States",New York,18002855
Carry On,United States,Northridge,34.2345615,-118.5369316,"Northridge, Northridge South Neighborhood Council District, Los Angeles, Los Angeles County, California, 91324, United States",California,29950111
Killradio,United States,Northridge,34.2345615,-118.5369316,"Northridge, Northridge South Neighborhood Council District, Los Angeles, Los Angeles County, California, 91324, United States",California,29950111
Fueled by Fire,United States,Norwalk,33.9092802,-118.0849169,"Norwalk, Los Angeles County, California, 90650, United States",California,29950111
Jacobi Wichita,United States,Norwalk,41.1175966,-73.4078968,"Norwalk, Western Connecticut Planning Region, Connecticut, United States",Connecticut,3289055
Steelheart,United States,Norwalk,41.1175966,-73.4078968,"Norwalk, Western Connecticut Planning Region, Connecticut, United States",Connecticut,3289055
Bone Awl,United States,Novato,38.1061979,-122.5681191,"Novato, Marin County, California, United States",California,29950111
Coheed and Cambria,United States,Nyack,41.091121,-73.9196794,"Village of Nyack, Town of Orangetown, Rockland County, New York, 10960, United States",New York,18002855
All Shall Perish,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
American Steel,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Arkaik,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Big Kids,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Defiance,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Dragonlord,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Foxboro Hot Tubs,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Ghoul,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Hacksaw to the Throat,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Heartsounds,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
High on Fire,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Impaled,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Lionheart,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
MC Lars,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Machine Head,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Neurosis,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Rogue Wave,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Scott Kelly,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Sleepytime Gorilla Museum,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Steve Von Till,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Systematic,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
The Jim Yoshii Pile-Up,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
The Matches,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
The Network,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
The Soft Moon,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Until Your Heart Stops,United States,Oakland,37.8044557,-122.271356,"Oakland, Alameda County, California, United States",California,29950111
Arghoslent,United States,Oakton,38.896795,-77.29873774560409,"Oakton, Fairfax County, Virginia, United States",Virginia,6213526
Grand Belial's Key,United States,Oakton,38.896795,-77.29873774560409,"Oakton, Fairfax County, Virginia, United States",Virginia,6213526
Bitch Magnet,United States,Oberlin,41.2939386,-82.2173786,"Oberlin, Lorain County, Ohio, 44074, United States",Ohio,10861837
Songs: Ohia,United States,Oberlin,41.2939386,-82.2173786,"Oberlin, Lorain County, Ohio, 44074, United States",Ohio,10861837
The Kinison,United States,Oblong,39.0019867,-87.9089205,"Oblong, Crawford County, Illinois, United States",Illinois,11446979
A Day To Remember,United States,Ocala,29.1871986,-82.1400923,"Ocala, Marion County, Florida, United States",Florida,13018365
Hinder,United States,Oklahoma City,35.4729886,-97.5170536,"Oklahoma City, Oklahoma County, Oklahoma, United States",Oklahoma,3147105
J.J. Cale,United States,Oklahoma City,35.4729886,-97.5170536,"Oklahoma City, Oklahoma County, Oklahoma, United States",Oklahoma,3147105
The Flaming Lips,United States,Oklahoma City,35.4729886,-97.5170536,"Oklahoma City, Oklahoma County, Oklahoma, United States",Oklahoma,3147105
Overkill,United States,Old Bridge Township,40.414071,-74.3042101,"Old Bridge Township, Middlesex County, New Jersey, 08857, United States",New Jersey,7757158
Bacchus,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Beat Happening,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Bikini Kill,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Bratmobile,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Broken Water,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Earth,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Fauna,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Heavens to Betsy,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Kidcrash,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Lync,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
RVIVR,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Sleater-Kinney,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Team Dresch,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
The Halo Benders,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
The Microphones,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
Wolves in the Throne Room,United States,Olympia,47.0451022,-122.8950075,"Olympia, Thurston County, Washington, United States",Washington,4900780
311,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
Bright Eyes,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
Conor Oberst,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
Cursive,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
Elliott Smith,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
The Faint,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
The Good Life,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
Tilly and the Wall,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
Tim Kasher,United States,Omaha,41.2587459,-95.9383758,"Omaha, Douglas County, Nebraska, United States",Nebraska,1580663
Name Taken,United States,Orange,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Autopilot Off,United States,Orange County,41.3873306,-74.2507287,"Orange County, New York, United States",New York,18002855
Berlin,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Bleed the Sky,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Bleeding Through,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Death By Stereo,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Dustin Kensrue,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Eighteen Visions,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Eye Alaska,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Farside,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
Fu Manchu,United States,Orange County,33.750631,-117.8722311,"Orange County, California, United States",California,29950111
