artist,city,state,population
Audience Of One,Philadelphia,Pennsylvania,5649300
Devil Master,Philadelphia,Pennsylvania,5649300
Palm,Philadelphia,Pennsylvania,5649300
The Spirit Of The Beehive,Philadelphia,Pennsylvania,5649300
G. Love and Special Sauce,Philadelphia,Pennsylvania,5649300
Khruangbin,Houston,Texas,5464251
Insidious Decrepancy,Houston,Texas,5464251
ZZ Top,Houston,Texas,5464251
Galactic Cowboys,Houston,Texas,5464251
Crimson Massacre,Houston,Texas,5464251
Oceans of Slumber,Houston,Texas,5464251
Chuck Ragan,Houston,Texas,5464251
Helstar,Houston,Texas,5464251
As Eden Burns,Houston,Texas,5464251
Pain Teens,Houston,Texas,5464251
Scale the Summit,Houston,Texas,5464251
Hilary Duff,Houston,Texas,5464251
Rusted Shut,Houston,Texas,5464251
Verbal Abuse,Houston,Texas,5464251
Red Krayola,Houston,Texas,5464251
Fenix TX,Houston,Texas,5464251
Blue October,Houston,Texas,5464251
Blaspherian,Houston,Texas,5464251
Outworld,Houston,Texas,5464251
Devendra Banhart,Houston,Texas,5464251
Waterparks,Houston,Texas,5464251
Algiers,Atlanta,Georgia,5449398
Satyr,Atlanta,Georgia,5449398
Marvelous 3,Atlanta,Georgia,5449398
Encoffination,Atlanta,Georgia,5449398
Irist,Atlanta,Georgia,5449398
City Sleeps,Atlanta,Georgia,5449398
Gnarls Barkley,Atlanta,Georgia,5449398
The Black Crowes,Atlanta,Georgia,5449398
Stuck Mojo,Atlanta,Georgia,5449398
Irreversible,Atlanta,Georgia,5449398
The Letters Organize,Atlanta,Georgia,5449398
Of Machines,Atlanta,Georgia,5449398
Nashville Pussy,Atlanta,Georgia,5449398
All The Saints,Atlanta,Georgia,5449398
O'Brother,Atlanta,Georgia,5449398
Sevendust,Atlanta,Georgia,5449398
"Right Away, Great Captain!",Atlanta,Georgia,5449398
I Would Set Myself On Fire For You,Atlanta,Georgia,5449398
The Rise of Science,Atlanta,Georgia,5449398
Cat Power,Atlanta,Georgia,5449398
Balkans,Atlanta,Georgia,5449398
Stereomud,Atlanta,Georgia,5449398
"Woe, Is Me",Atlanta,Georgia,5449398
Kaki King,Atlanta,Georgia,5449398
Fozzy,Atlanta,Georgia,5449398
Injected,Atlanta,Georgia,5449398
Manchester Orchestra,Atlanta,Georgia,5449398
Omni,Atlanta,Georgia,5449398
Firelink,Atlanta,Georgia,5449398
Gov't Mule,Atlanta,Georgia,5449398
Hallows Eve,Atlanta,Georgia,5449398
Attila,Atlanta,Georgia,5449398
Becoming The Archetype,Atlanta,Georgia,5449398
The Wild,Atlanta,Georgia,5449398
Withered,Atlanta,Georgia,5449398
Cody ChesnuTT,Atlanta,Georgia,5449398
Mastodon,Atlanta,Georgia,5449398
'68,Atlanta,Georgia,5449398
Bad Books,Atlanta,Georgia,5449398
Me and Him Call It Us,Atlanta,Georgia,5449398
Atlas Sound,Atlanta,Georgia,5449398
Faye Webster,Atlanta,Georgia,5449398
Issues,Atlanta,Georgia,5449398
Red House Painters,Atlanta,Georgia,5449398
Lilitu,Atlanta,Georgia,5449398
Zoroaster,Atlanta,Georgia,5449398
Indigo Girls,Atlanta,Georgia,5449398
Deerhunter,Atlanta,Georgia,5449398
Faraquet,Washington,District of Columbia,5379184
Periphery,Washington,District of Columbia,5379184
Fugazi,Washington,District of Columbia,5379184
Lilys,Washington,District of Columbia,5379184
Godhead,Washington,District of Columbia,5379184
Frodus,Washington,District of Columbia,5379184
1905,Washington,District of Columbia,5379184
Flasher,Washington,District of Columbia,5379184
Reflux,Washington,District of Columbia,5379184
Vestiges,Washington,District of Columbia,5379184
John Fahey,Washington,District of Columbia,5379184
Burning Airlines,Washington,District of Columbia,5379184
Black Eyes,Washington,District of Columbia,5379184
Q and Not U,Washington,District of Columbia,5379184
The Crownhate Ruin,Washington,District of Columbia,5379184
Damnation A.D.,Washington,District of Columbia,5379184
Tim Buckley,Washington,District of Columbia,5379184
A Day In Black And White,Washington,District of Columbia,5379184
Unrest,Washington,District of Columbia,5379184
Vertical Horizon,Washington,District of Columbia,5379184
The Evens,Washington,District of Columbia,5379184
Marty Friedman,Washington,District of Columbia,5379184
Pussy Galore,Washington,District of Columbia,5379184
Shudder To Think,Washington,District of Columbia,5379184
The Max Levine Ensemble,Washington,District of Columbia,5379184
Dead Meadow,Washington,District of Columbia,5379184
Angel,Washington,District of Columbia,5379184
The Nation of Ulysses,Washington,District of Columbia,5379184
Girls Against Boys,Washington,District of Columbia,5379184
Ioanna Gika,Washington,District of Columbia,5379184
Emmylou Harris,Washington,District of Columbia,5379184
Embrace (US),Washington,District of Columbia,5379184
The Dismemberment Plan,Washington,District of Columbia,5379184
Rites of Spring,Washington,District of Columbia,5379184
One Last Wish,Washington,District of Columbia,5379184
Magrudergrind,Washington,District of Columbia,5379184
Royal Trux,Washington,District of Columbia,5379184
Hoover,Washington,District of Columbia,5379184
Gray Matter,Washington,District of Columbia,5379184
Darkest Hour,Washington,District of Columbia,5379184
Jawbox,Washington,District of Columbia,5379184
Rostam,Washington,District of Columbia,5379184
Jukebox the Ghost,Washington,District of Columbia,5379184
Bad Brains,Washington,District of Columbia,5379184
Basehead,Washington,District of Columbia,5379184
The Explosion,Boston,Massachusetts,4688346
Black My Heart,Boston,Massachusetts,4688346
Grief,Boston,Massachusetts,4688346
Arms and Sleepers,Boston,Massachusetts,4688346
The Mighty Mighty Bosstones,Boston,Massachusetts,4688346
Guerilla Toss,Boston,Massachusetts,4688346
Moving Targets,Boston,Massachusetts,4688346
Shadows Fall,Boston,Massachusetts,4688346
Amanda Palmer,Boston,Massachusetts,4688346
The Offering,Boston,Massachusetts,4688346
Pixies,Boston,Massachusetts,4688346
DYS,Boston,Massachusetts,4688346
Watchmaker,Boston,Massachusetts,4688346
Boston,Boston,Massachusetts,4688346
The Main Drag,Boston,Massachusetts,4688346
Big Wreck,Boston,Massachusetts,4688346
Letters to Cleo,Boston,Massachusetts,4688346
Karmin,Boston,Massachusetts,4688346
Shipwreck A.D.,Boston,Massachusetts,4688346
The Dresden Dolls,Boston,Massachusetts,4688346
Diecast,Boston,Massachusetts,4688346
Vundabar,Boston,Massachusetts,4688346
Bury Your Dead,Boston,Massachusetts,4688346
Model/Actriz,Boston,Massachusetts,4688346
Cerberus Shoal,Boston,Massachusetts,4688346
ISIS,Boston,Massachusetts,4688346
Swirlies,Boston,Massachusetts,4688346
The Suicide File,Boston,Massachusetts,4688346
A City Safe From Sea,Boston,Massachusetts,4688346
Pile,Boston,Massachusetts,4688346
The Saddest Landscape,Boston,Massachusetts,4688346
Upsidedown Cross,Boston,Massachusetts,4688346
Frank Black,Boston,Massachusetts,4688346
Big D and the Kids Table,Boston,Massachusetts,4688346
Wilderun,Boston,Massachusetts,4688346
The Lemonheads,Boston,Massachusetts,4688346
Street Dogs,Boston,Massachusetts,4688346
The Hope Conspiracy,Boston,Massachusetts,4688346
Powerman 5000,Boston,Massachusetts,4688346
In My Eyes,Boston,Massachusetts,4688346
Drop Nineteens,Boston,Massachusetts,4688346
That Handsome Devil,Boston,Massachusetts,4688346
Righteous Jams,Boston,Massachusetts,4688346
Ramallah,Boston,Massachusetts,4688346
The Fun Years,Boston,Massachusetts,4688346
Unearth,Boston,Massachusetts,4688346
Vanna,Boston,Massachusetts,4688346
Gang Green,Boston,Massachusetts,4688346
maudlin of the Well,Boston,Massachusetts,4688346
Windmills By the Ocean,Boston,Massachusetts,4688346
Mission of Burma,Boston,Massachusetts,4688346
The Magnetic Fields,Boston,Massachusetts,4688346
The Click Five,Boston,Massachusetts,4688346
Extreme,Boston,Massachusetts,4688346
Gozu,Boston,Massachusetts,4688346
The Cars,Boston,Massachusetts,4688346
Uzi,Boston,Massachusetts,4688346
Death Before Dishonor,Boston,Massachusetts,4688346
Ice Nine Kills,Boston,Massachusetts,4688346
Defeater,Boston,Massachusetts,4688346
Horse Jumper of Love,Boston,Massachusetts,4688346
Dream Theater,Boston,Massachusetts,4688346
Doomriders,Boston,Massachusetts,4688346
Aerosmith,Boston,Massachusetts,4688346
Bang Camaro,Boston,Massachusetts,4688346
Lions Lions,Boston,Massachusetts,4688346
Therefore I Am,Boston,Massachusetts,4688346
'Til Tuesday,Boston,Massachusetts,4688346
Buffalo Tom,Boston,Massachusetts,4688346
Karate,Boston,Massachusetts,4688346
American Nightmare,Boston,Massachusetts,4688346
Fiddlehead,Boston,Massachusetts,4688346
Meliah Rage,Boston,Massachusetts,4688346
James Taylor,Boston,Massachusetts,4688346
The Carrier,Boston,Massachusetts,4688346
Supermachiner,Boston,Massachusetts,4688346
Kayo Dot,Boston,Massachusetts,4688346
American Hi-Fi,Boston,Massachusetts,4688346
The Effort,Boston,Massachusetts,4688346
Clem Snide,Boston,Massachusetts,4688346
Junius,Boston,Massachusetts,4688346
Kilslug,Boston,Massachusetts,4688346
Bent Knee,Boston,Massachusetts,4688346
Only Living Witness,Boston,Massachusetts,4688346
Helium,Boston,Massachusetts,4688346
New Lows,Boston,Massachusetts,4688346
Ultimate Spinach,Boston,Massachusetts,4688346
Mind Eraser,Boston,Massachusetts,4688346
Disappearer,Boston,Massachusetts,4688346
Revocation,Boston,Massachusetts,4688346
Crippling Alcoholism,Boston,Massachusetts,4688346
The Folk Implosion,Boston,Massachusetts,4688346
Overcast,Boston,Massachusetts,4688346
Kane Roberts,Boston,Massachusetts,4688346
Lemon Demon,Boston,Massachusetts,4688346
Blood for Blood,Boston,Massachusetts,4688346
Somos,Boston,Massachusetts,4688346
Halford,Phoenix,Arizona,4219697
The Myrrors,Phoenix,Arizona,4219697
Fight,Phoenix,Arizona,4219697
Dear and the Headlights,Phoenix,Arizona,4219697
Grey Daze,Phoenix,Arizona,4219697
Abigail Williams,Phoenix,Arizona,4219697
Nuclear Death,Phoenix,Arizona,4219697
Vehemence,Phoenix,Arizona,4219697
Holy Fawn,Phoenix,Arizona,4219697
Soulfly,Phoenix,Arizona,4219697
Stellar Kart,Phoenix,Arizona,4219697
32 Leaves,Phoenix,Arizona,4219697
The Word Alive,Phoenix,Arizona,4219697
Sacred Reich,Phoenix,Arizona,4219697
Alice Cooper,Phoenix,Arizona,4219697
Zola Jesus,Phoenix,Arizona,4219697
Psychic Pawn,Phoenix,Arizona,4219697
Stevie Nicks,Phoenix,Arizona,4219697
Gatecreeper,Phoenix,Arizona,4219697
Icon,Phoenix,Arizona,4219697
David Bazan,Phoenix,Arizona,4219697
Cavalera Conspiracy,Phoenix,Arizona,4219697
Caroline's Spine,Phoenix,Arizona,4219697
Sun City Girls,Phoenix,Arizona,4219697
Anarbor,Phoenix,Arizona,4219697
Nailbomb,Phoenix,Arizona,4219697
Love and Death,Phoenix,Arizona,4219697
Flotsam and Jetsam,Phoenix,Arizona,4219697
Digital Summer,Phoenix,Arizona,4219697
Miniature Tigers,Phoenix,Arizona,4219697
Blessthefall,Phoenix,Arizona,4219697
Blue Stahli,Phoenix,Arizona,4219697
Meat Puppets,Phoenix,Arizona,4219697
Mr. Mister,Phoenix,Arizona,4219697
Calabrese,Phoenix,Arizona,4219697
Zeke,Seattle,Washington,3789215
The Home Team,Seattle,Washington,3789215
ASVA,Seattle,Washington,3789215
Jaguar Love,Seattle,Washington,3789215
Kay Kay and His Weathered Underground,Seattle,Washington,3789215
Jeremy Enigk,Seattle,Washington,3789215
Damien Jurado,Seattle,Washington,3789215
Gruntruck,Seattle,Washington,3789215
Wild Orchid Children,Seattle,Washington,3789215
Rishloo,Seattle,Washington,3789215
This Providence,Seattle,Washington,3789215
7 Year Bitch,Seattle,Washington,3789215
Candlebox,Seattle,Washington,3789215
The Myriad,Seattle,Washington,3789215
Mentors,Seattle,Washington,3789215
Vendetta Red,Seattle,Washington,3789215
I Declare War,Seattle,Washington,3789215
Band of Horses,Seattle,Washington,3789215
The Classic Crime,Seattle,Washington,3789215
Night Beats,Seattle,Washington,3789215
The Walkabouts,Seattle,Washington,3789215
Green River,Seattle,Washington,3789215
Pedro the Lion,Seattle,Washington,3789215
These Arms Are Snakes,Seattle,Washington,3789215
The Gits,Seattle,Washington,3789215
Acceptance,Seattle,Washington,3789215
7 Horns 7 Eyes,Seattle,Washington,3789215
The Head And The Heart,Seattle,Washington,3789215
Forgive Durden,Seattle,Washington,3789215
Waxwing,Seattle,Washington,3789215
Pearl Jam,Seattle,Washington,3789215
Playing Enemy,Seattle,Washington,3789215
Demon Hunter,Seattle,Washington,3789215
Soundgarden,Seattle,Washington,3789215
Kings Kaleidoscope,Seattle,Washington,3789215
Queens of the Stone Age,Seattle,Washington,3789215
Fleet Foxes,Seattle,Washington,3789215
Unwed Sailor,Seattle,Washington,3789215
The Postal Service,Seattle,Washington,3789215
Himsa,Seattle,Washington,3789215
Big Business,Seattle,Washington,3789215
Harvey Danger,Seattle,Washington,3789215
Truly,Seattle,Washington,3789215
Aiden,Seattle,Washington,3789215
Minus the Bear,Seattle,Washington,3789215
Jimi Hendrix,Seattle,Washington,3789215
TAD,Seattle,Washington,3789215
Foo Fighters,Seattle,Washington,3789215
Temple of the Dog,Seattle,Washington,3789215
Telekinesis,Seattle,Washington,3789215
Helms Alee,Seattle,Washington,3789215
Forced Entry,Seattle,Washington,3789215
Rabbit Junk,Seattle,Washington,3789215
Tiny Vipers,Seattle,Washington,3789215
Love Battery,Seattle,Washington,3789215
U-Men,Seattle,Washington,3789215
My Sister's Machine,Seattle,Washington,3789215
Brad,Seattle,Washington,3789215
Akimbo,Seattle,Washington,3789215
Alice in Chains,Seattle,Washington,3789215
Blood Of The Black Owl,Seattle,Washington,3789215
Seapony,Seattle,Washington,3789215
Heart,Seattle,Washington,3789215
The Fire Theft,Seattle,Washington,3789215
On The Last Day,Seattle,Washington,3789215
The Presidents of the United States of America,Seattle,Washington,3789215
Stone Gossard,Seattle,Washington,3789215
Sinking Ships,Seattle,Washington,3789215
Rocky Votolato,Seattle,Washington,3789215
Ken Andrews,Seattle,Washington,3789215
Sharks Keep Moving,Seattle,Washington,3789215
Champion,Seattle,Washington,3789215
A Fine Frenzy,Seattle,Washington,3789215
Narrows,Seattle,Washington,3789215
Warrel Dane,Seattle,Washington,3789215
Duff McKagan's Loaded,Seattle,Washington,3789215
Fences,Seattle,Washington,3789215
Addaura,Seattle,Washington,3789215
Past Lives,Seattle,Washington,3789215
Sunn O))),Seattle,Washington,3789215
Mad Season,Seattle,Washington,3789215
Mark Lanegan,Seattle,Washington,3789215
Trial,Seattle,Washington,3789215
In Gowan Ring,Seattle,Washington,3789215
Stacie Orrico,Seattle,Washington,3789215
Sanctuary,Seattle,Washington,3789215
Nevermore,Seattle,Washington,3789215
Great Grandpa,Seattle,Washington,3789215
Joy Wants Eternity,Seattle,Washington,3789215
Mudhoney,Seattle,Washington,3789215
Sunny Day Real Estate,Seattle,Washington,3789215
Mother Love Bone,Seattle,Washington,3789215
Drawn and Quartered,Seattle,Washington,3789215
Samothrace,Seattle,Washington,3789215
Chris Cornell,Seattle,Washington,3789215
Fair,Seattle,Washington,3789215
Pretty Girls Make Graves,Seattle,Washington,3789215
Heir Apparent,Seattle,Washington,3789215
Q5,Seattle,Washington,3789215
I the Mighty,San Francisco,California,3592294
Insanity,San Francisco,California,3592294
Acid King,San Francisco,California,3592294
Early Graves,San Francisco,California,3592294
Swell,San Francisco,California,3592294
Steve Miller Band,San Francisco,California,3592294
Airs,San Francisco,California,3592294
Blackbird Blackbird,San Francisco,California,3592294
Set Your Goals,San Francisco,California,3592294
The Nuns,San Francisco,California,3592294
Animosity,San Francisco,California,3592294
Life Long Tragedy,San Francisco,California,3592294
Tuxedomoon,San Francisco,California,3592294
Karate High School,San Francisco,California,3592294
The Brian Jonestown Massacre,San Francisco,California,3592294
Leviathan,San Francisco,California,3592294
Santana,San Francisco,California,3592294
Dead to Me,San Francisco,California,3592294
Vastum,San Francisco,California,3592294
Brocas Helm,San Francisco,California,3592294
Blue Cheer,San Francisco,California,3592294
Lurker Of Chalice,San Francisco,California,3592294
Michael Franti and Spearhead,San Francisco,California,3592294
Odious Mortem,San Francisco,California,3592294
MD.45,San Francisco,California,3592294
Peaking Lights,San Francisco,California,3592294
Oxbow,San Francisco,California,3592294
Light This City,San Francisco,California,3592294
Train,San Francisco,California,3592294
Jellyfish,San Francisco,California,3592294
Grotus,San Francisco,California,3592294
Flipper,San Francisco,California,3592294
The Beau Brummels,San Francisco,California,3592294
Blue Sky Black Death,San Francisco,California,3592294
Black Cobra,San Francisco,California,3592294
Chrome,San Francisco,California,3592294
Me First and the Gimme Gimmes,San Francisco,California,3592294
Switchblade Symphony,San Francisco,California,3592294
Two Gallants,San Francisco,California,3592294
Wooden Shjips,San Francisco,California,3592294
Black Rebel Motorcycle Club,San Francisco,California,3592294
Heathen,San Francisco,California,3592294
Moby Grape,San Francisco,California,3592294
Huey Lewis and the News,San Francisco,California,3592294
Loma Prieta,San Francisco,California,3592294
First Blood,San Francisco,California,3592294
Kowloon Walled City,San Francisco,California,3592294
Moon Duo,San Francisco,California,3592294
Weekend,San Francisco,California,3592294
Jefferson Starship,San Francisco,California,3592294
Grayceon,San Francisco,California,3592294
4 Non Blondes,San Francisco,California,3592294
Secret Chiefs 3,San Francisco,California,3592294
The Organization,San Francisco,California,3592294
Severed Savior,San Francisco,California,3592294
The Limousines,San Francisco,California,3592294
Barn Owl,San Francisco,California,3592294
Creeper Lagoon,San Francisco,California,3592294
Minimal Man,San Francisco,California,3592294
It's a Beautiful Day,San Francisco,California,3592294
Metal Church,San Francisco,California,3592294
Journey,San Francisco,California,3592294
Fallujah,San Francisco,California,3592294
Betrayal,San Francisco,California,3592294
Anomalous,San Francisco,California,3592294
Punch,San Francisco,California,3592294
Deerhoof,San Francisco,California,3592294
Enablers,San Francisco,California,3592294
Om,San Francisco,California,3592294
Starship,San Francisco,California,3592294
From Monument To Masses,San Francisco,California,3592294
Psyclon Nine,San Francisco,California,3592294
The Dodos,San Francisco,California,3592294
Night Ranger,San Francisco,California,3592294
Karl Sanders,San Francisco,California,3592294
Film School,San Francisco,California,3592294
New Riders of the Purple Sage,San Francisco,California,3592294
Jessica Pratt,San Francisco,California,3592294
Faith No More,San Francisco,California,3592294
Beulah,San Francisco,California,3592294
Ominous Ruin,San Francisco,California,3592294
Aenimus,San Francisco,California,3592294
A Minor Forest,San Francisco,California,3592294
Vetiver,San Francisco,California,3592294
Halou,San Francisco,California,3592294
ee,San Francisco,California,3592294
Dead Kennedys,San Francisco,California,3592294
Mamaleek,San Francisco,California,3592294
Bob Weir,San Francisco,California,3592294
Takaru,San Francisco,California,3592294
Sun Kil Moon,San Francisco,California,3592294
Botanist,San Francisco,California,3592294
Tarentel,San Francisco,California,3592294
Fifty Foot Hose,San Francisco,California,3592294
American Music Club,San Francisco,California,3592294
The Tubes,San Francisco,California,3592294
Bosse-de-Nage,San Francisco,California,3592294
Body Void,San Francisco,California,3592294
Hammers Of Misfortune,San Francisco,California,3592294
Gratitude,San Francisco,California,3592294
Deafheaven,San Francisco,California,3592294
Facing New York,San Francisco,California,3592294
Jefferson Airplane,San Francisco,California,3592294
Quicksilver Messenger Service,San Francisco,California,3592294
Laaz Rockit,San Francisco,California,3592294
Mordred,San Francisco,California,3592294
Cacophony,San Francisco,California,3592294
Sweet Trip,San Francisco,California,3592294
The Drift,San Francisco,California,3592294
Jerry Garcia,San Francisco,California,3592294
Girls,San Francisco,California,3592294
Cormorant,San Francisco,California,3592294
Sly and The Family Stone,San Francisco,California,3592294
Weakling,San Francisco,California,3592294
Fuzz,San Francisco,California,3592294
Crime,San Francisco,California,3592294
Big Brother And The Holding Company,San Francisco,California,3592294
Third Eye Blind,San Francisco,California,3592294
Trifonic,San Francisco,California,3592294
Ludicra,San Francisco,California,3592294
Electric Six,Detroit,Michigan,3506126
Serpent Column,Detroit,Michigan,3506126
Sponge,Detroit,Michigan,3506126
Holly Miranda,Detroit,Michigan,3506126
Bob Seger,Detroit,Michigan,3506126
Sufjan Stevens,Detroit,Michigan,3506126
Ted Nugent,Detroit,Michigan,3506126
Temple of Void,Detroit,Michigan,3506126
The Raconteurs,Detroit,Michigan,3506126
And Hell Followed With,Detroit,Michigan,3506126
The Romantics,Detroit,Michigan,3506126
Rare Earth,Detroit,Michigan,3506126
Anna Burch,Detroit,Michigan,3506126
Slaughterhouse,Detroit,Michigan,3506126
The Temptations,Detroit,Michigan,3506126
Search The City,Detroit,Michigan,3506126
fordirelifesake,Detroit,Michigan,3506126
The Gories,Detroit,Michigan,3506126
Power of Zeus,Detroit,Michigan,3506126
Broken Hearts Are Blue,Detroit,Michigan,3506126
Sunlight Ascending,Detroit,Michigan,3506126
Suzi Quatro,Detroit,Michigan,3506126
The White Stripes,Detroit,Michigan,3506126
Marshall Crenshaw,Detroit,Michigan,3506126
The State Lottery,Detroit,Michigan,3506126
The Suicide Machines,Detroit,Michigan,3506126
Walls of Jericho,Detroit,Michigan,3506126
Dogleg,Detroit,Michigan,3506126
Protomartyr,Detroit,Michigan,3506126
Negative Approach,Detroit,Michigan,3506126
The Dirtbombs,Detroit,Michigan,3506126
Factory 81,Detroit,Michigan,3506126
The Von Bondies,Detroit,Michigan,3506126
Jack White,Detroit,Michigan,3506126
Frijid Pink,Detroit,Michigan,3506126
Acid Witch,Detroit,Michigan,3506126
Cold As Life,Detroit,Michigan,3506126
Element,San Diego,California,3220118
Waking Ashland,San Diego,California,3220118
CHON,San Diego,California,3220118
As I Lay Dying,San Diego,California,3220118
Cephalotripsy,San Diego,California,3220118
Underminded,San Diego,California,3220118
The Soft Pack,San Diego,California,3220118
Iron Butterfly,San Diego,California,3220118
Tristeza,San Diego,California,3220118
Peeping Tom,San Diego,California,3220118
SeeYouSpaceCowboy,San Diego,California,3220118
Sleeping People,San Diego,California,3220118
Pinback,San Diego,California,3220118
Pathology,San Diego,California,3220118
Jim Sullivan,San Diego,California,3220118
Clikatat Ikatowi,San Diego,California,3220118
Cattle Decapitation,San Diego,California,3220118
Austrian Death Machine,San Diego,California,3220118
Adam Lambert,San Diego,California,3220118
The God Machine,San Diego,California,3220118
P.O.D.,San Diego,California,3220118
No Knife,San Diego,California,3220118
Etched In Red,San Diego,California,3220118
Destroy the Runner,San Diego,California,3220118
In Fear and Faith,San Diego,California,3220118
Rocket From The Crypt,San Diego,California,3220118
Switchfoot,San Diego,California,3220118
flatsound,San Diego,California,3220118
Assassin,San Diego,California,3220118
Thousand Below,San Diego,California,3220118
Hot Snakes,San Diego,California,3220118
Delta Spirit,San Diego,California,3220118
Wavves,San Diego,California,3220118
Julia,San Diego,California,3220118
Crocodiles,San Diego,California,3220118
Louis XIV,San Diego,California,3220118
Malady,San Diego,California,3220118
Pierce the Veil,San Diego,California,3220118
My American Heart,San Diego,California,3220118
Astra,San Diego,California,3220118
Stone Temple Pilots,San Diego,California,3220118
The Beautiful Mistake,San Diego,California,3220118
The Album Leaf,San Diego,California,3220118
Box Car Racer,San Diego,California,3220118
Antioch Arrow,San Diego,California,3220118
Earthless,San Diego,California,3220118
Weatherbox,San Diego,California,3220118
Author and Punisher,San Diego,California,3220118
The Locust,San Diego,California,3220118
Some Girls,San Diego,California,3220118
Monarch,San Diego,California,3220118
Gonjasufi,San Diego,California,3220118
Disgorge,San Diego,California,3220118
Drive Like Jehu,San Diego,California,3220118
Sever Your Ties,San Diego,California,3220118
Elevate: I am,San Diego,California,3220118
The Black Heart Procession,San Diego,California,3220118
Fight Fair,San Diego,California,3220118
Future of Forestry,San Diego,California,3220118
Slightly Stoopid,San Diego,California,3220118
Lower Definition,San Diego,California,3220118
Angels and Airwaves,San Diego,California,3220118
Pitchfork,San Diego,California,3220118
Burning The Masses,San Diego,California,3220118
Lewd Acts,San Diego,California,3220118
Howler,Minneapolis,Minnesota,2977172
The Trashmen,Minneapolis,Minnesota,2977172
Weaver At The Loom,Minneapolis,Minnesota,2977172
Dillinger Four,Minneapolis,Minnesota,2977172
Off With Their Heads,Minneapolis,Minnesota,2977172
Motion City Soundtrack,Minneapolis,Minnesota,2977172
Obsequiae,Minneapolis,Minnesota,2977172
Marcy Playground,Minneapolis,Minnesota,2977172
American Head Charge,Minneapolis,Minnesota,2977172
Tancred,Minneapolis,Minnesota,2977172
Gayngs,Minneapolis,Minnesota,2977172
Powermad,Minneapolis,Minnesota,2977172
Dropping Daylight,Minneapolis,Minnesota,2977172
Paul Westerberg,Minneapolis,Minnesota,2977172
Disembodied,Minneapolis,Minnesota,2977172
The Jayhawks,Minneapolis,Minnesota,2977172
Sugar,Minneapolis,Minnesota,2977172
Semisonic,Minneapolis,Minnesota,2977172
The Replacements,Minneapolis,Minnesota,2977172
With Dead Hands Rising,Minneapolis,Minnesota,2977172
Prince,Minneapolis,Minnesota,2977172
Soul Asylum,Minneapolis,Minnesota,2977172
After the Burial,Minneapolis,Minnesota,2977172
Craig Finn,Minneapolis,Minnesota,2977172
Epicurean,Minneapolis,Minnesota,2977172
Cows,Minneapolis,Minnesota,2977172
Iron Thrones,Minneapolis,Minnesota,2977172
Banner Pilot,Minneapolis,Minnesota,2977172
Tapes 'n Tapes,Minneapolis,Minnesota,2977172
Babes In Toyland,Minneapolis,Minnesota,2977172
Wolvhammer,Minneapolis,Minnesota,2977172
Write This Down,Minneapolis,Minnesota,2977172
Combatwoundedveteran,Tampa,Florida,2908063
Iced Earth,Tampa,Florida,2908063
Brutality,Tampa,Florida,2908063
Merchandise,Tampa,Florida,2908063
Resurrection,Tampa,Florida,2908063
The Absence,Tampa,Florida,2908063
Outlaws,Tampa,Florida,2908063
Set It Off,Tampa,Florida,2908063
Nocturnus,Tampa,Florida,2908063
Ovid's Withering,Tampa,Florida,2908063
From First to Last,Tampa,Florida,2908063
Morbid Angel,Tampa,Florida,2908063
Obituary,Tampa,Florida,2908063
Reversal Of Man,Tampa,Florida,2908063
Kamelot,Tampa,Florida,2908063
Gigan,Tampa,Florida,2908063
Trans-Siberian Orchestra,Tampa,Florida,2908063
Six Feet Under,Tampa,Florida,2908063
The Color of Violence,Tampa,Florida,2908063
Automatic Loveletter,Tampa,Florida,2908063
Contention,Tampa,Florida,2908063
Perdition Temple,Tampa,Florida,2908063
Deicide,Tampa,Florida,2908063
Paths Of Possession,Tampa,Florida,2908063
Phoenix Mourning,Tampa,Florida,2908063
Tides of Man,Tampa,Florida,2908063
Rescuer,Tampa,Florida,2908063
Underoath,Tampa,Florida,2908063
Demons and Wizards,Tampa,Florida,2908063
Vaux,Denver,Colorado,2876625
The Apples in Stereo,Denver,Colorado,2876625
DeVotchKa,Denver,Colorado,2876625
Brave Saint Saturn,Denver,Colorado,2876625
Green Druid,Denver,Colorado,2876625
Five Iron Frenzy,Denver,Colorado,2876625
Tennis,Denver,Colorado,2876625
Jay Munly,Denver,Colorado,2876625
Velvet Acid Christ,Denver,Colorado,2876625
16 Horsepower,Denver,Colorado,2876625
Spectral Voice,Denver,Colorado,2876625
The Fray,Denver,Colorado,2876625
Clinging to the Trees of a Forest Fire,Denver,Colorado,2876625
Havok,Denver,Colorado,2876625
Blood Axis,Denver,Colorado,2876625
Khemmis,Denver,Colorado,2876625
Speedwolf,Denver,Colorado,2876625
Primitive Man,Denver,Colorado,2876625
"Drop Dead, Gorgeous",Denver,Colorado,2876625
Blood Incantation,Denver,Colorado,2876625
Breathe Carolina,Denver,Colorado,2876625
Munly and The Lee Lewis Harlots,Denver,Colorado,2876625
Black Curse,Denver,Colorado,2876625
Cephalic Carnage,Denver,Colorado,2876625
Thinking Plague,Denver,Colorado,2876625
Grace Gale,Denver,Colorado,2876625
The Lumineers,Denver,Colorado,2876625
Vale of Pnath,Denver,Colorado,2876625
Goes Cube,Brooklyn,New York,2559903
Frankie Rose,Brooklyn,New York,2559903
Seventh Void,Brooklyn,New York,2559903
Peter Silberman,Brooklyn,New York,2559903
Ratatat,Brooklyn,New York,2559903
