artist,city,state,population
Bear Hands,Brooklyn,New York,2559903
Dub Trio,Brooklyn,New York,2559903
Vivian Girls,Brooklyn,New York,2559903
Jets to Brazil,Brooklyn,New York,2559903
Proper.,Brooklyn,New York,2559903
Snowmine,Brooklyn,New York,2559903
Woods,Brooklyn,New York,2559903
The Depreciation Guild,Brooklyn,New York,2559903
Primitive Weapons,Brooklyn,New York,2559903
Gospel,Brooklyn,New York,2559903
Made Out of Babies,Brooklyn,New York,2559903
Peter Criss,Brooklyn,New York,2559903
Extra Life,Brooklyn,New York,2559903
A Storm Of Light,Brooklyn,New York,2559903
Gwynbleidd,Brooklyn,New York,2559903
Here We Go Magic,Brooklyn,New York,2559903
Last Exit,Brooklyn,New York,2559903
Mutoid Man,Brooklyn,New York,2559903
Spotlights,Brooklyn,New York,2559903
The Honorary Title,Brooklyn,New York,2559903
Rex,Brooklyn,New York,2559903
San Fermin,Brooklyn,New York,2559903
Cerebral Ballzy,Brooklyn,New York,2559903
A Place to Bury Strangers,Brooklyn,New York,2559903
Stay Inside,Brooklyn,New York,2559903
Head Automatica,Brooklyn,New York,2559903
Nation of Language,Brooklyn,New York,2559903
Big Ups,Brooklyn,New York,2559903
Pyrrhon,Brooklyn,New York,2559903
Mos Def,Brooklyn,New York,2559903
A Pale Horse Named Death,Brooklyn,New York,2559903
Lucius,Brooklyn,New York,2559903
Zs,Brooklyn,New York,2559903
O'Death,Brooklyn,New York,2559903
Praxis,Brooklyn,New York,2559903
The Winery Dogs,Brooklyn,New York,2559903
Hospitality,Brooklyn,New York,2559903
Yeasayer,Brooklyn,New York,2559903
Au Revoir Simone,Brooklyn,New York,2559903
Bear in Heaven,Brooklyn,New York,2559903
Geese,Brooklyn,New York,2559903
Nevermen,Brooklyn,New York,2559903
TV on the Radio,Brooklyn,New York,2559903
Naam,Brooklyn,New York,2559903
The Book of Knots,Brooklyn,New York,2559903
The Hold Steady,Brooklyn,New York,2559903
Dirty Projectors,Brooklyn,New York,2559903
Bumblefoot,Brooklyn,New York,2559903
Black Marble,Brooklyn,New York,2559903
Yellow Ostrich,Brooklyn,New York,2559903
Liturgy,Brooklyn,New York,2559903
Oneida,Brooklyn,New York,2559903
I Am the Avalanche,Brooklyn,New York,2559903
Divine Styler,Brooklyn,New York,2559903
Liars,Brooklyn,New York,2559903
Arlo Guthrie,Brooklyn,New York,2559903
Ceremonium,Brooklyn,New York,2559903
stellastarr*,Brooklyn,New York,2559903
Sleigh Bells,Brooklyn,New York,2559903
LCD Soundsystem,Brooklyn,New York,2559903
Savoir Adore,Brooklyn,New York,2559903
Institute,Brooklyn,New York,2559903
They Might Be Giants,Brooklyn,New York,2559903
A Great Big Pile of Leaves,Brooklyn,New York,2559903
Julie Christmas,Brooklyn,New York,2559903
Battle Of Mice,Brooklyn,New York,2559903
Grizzly Bear,Brooklyn,New York,2559903
Big Thief,Brooklyn,New York,2559903
Candiria,Brooklyn,New York,2559903
The Drums,Brooklyn,New York,2559903
High Places,Brooklyn,New York,2559903
Tombs,Brooklyn,New York,2559903
Type O Negative,Brooklyn,New York,2559903
Cyndi Lauper,Brooklyn,New York,2559903
Raspberry Bulbs,Brooklyn,New York,2559903
Anthrax,Queens,New York,2230722
Leslie West,Queens,New York,2230722
Melanie,Queens,New York,2230722
Johnny Thunders,Queens,New York,2230722
Freelance Whales,Queens,New York,2230722
The American Dollar,Queens,New York,2230722
Joey Ramone,Queens,New York,2230722
Perry Farrell,Queens,New York,2230722
Xazraug,Queens,New York,2230722
Sworn Enemy,Queens,New York,2230722
Frog,Queens,New York,2230722
Dehumanized,Queens,New York,2230722
Danger Danger,Queens,New York,2230722
No Bragging Rights,Riverside,California,2107852
Voodoo Glow Skulls,Riverside,California,2107852
Impending Doom,Riverside,California,2107852
Starflyer 59,Riverside,California,2107852
Oblige,Riverside,California,2107852
Girlfriends,Riverside,California,2107852
Manntis,Riverside,California,2107852
Mirror of Dead Faces,Riverside,California,2107852
Suicide Silence,Riverside,California,2107852
iamerror,Riverside,California,2107852
Sinai Beach,Riverside,California,2107852
The Great Commission,Riverside,California,2107852
Alien Ant Farm,Riverside,California,2107852
Ashes Remain,Baltimore,Maryland,2106068
Ruiner,Baltimore,Maryland,2106068
Age Sixteen,Baltimore,Maryland,2106068
Pianos Become the Teeth,Baltimore,Maryland,2106068
Beach House,Baltimore,Maryland,2106068
Horse Lords,Baltimore,Maryland,2106068
Flock of Dimes,Baltimore,Maryland,2106068
Wye Oak,Baltimore,Maryland,2106068
Trapped Under Ice,Baltimore,Maryland,2106068
Dope Body,Baltimore,Maryland,2106068
Ed Schrader's Music Beat,Baltimore,Maryland,2106068
Swarm of the Lotus,Baltimore,Maryland,2106068
Animal Collective,Baltimore,Maryland,2106068
Avey Tare,Baltimore,Maryland,2106068
David Hasselhoff,Baltimore,Maryland,2106068
Misery Index,Baltimore,Maryland,2106068
Lungfish,Baltimore,Maryland,2106068
Cross My Heart,Baltimore,Maryland,2106068
Panda Bear,Baltimore,Maryland,2106068
Greg Puciato,Baltimore,Maryland,2106068
Pulling Teeth,Baltimore,Maryland,2106068
Ponytail,Baltimore,Maryland,2106068
SR-71,Baltimore,Maryland,2106068
Lower Dens,Baltimore,Maryland,2106068
War On Women,Baltimore,Maryland,2106068
Panic! at the Disco,Las Vegas,Nevada,2104198
Guttural Secrete,Las Vegas,Nevada,2104198
Palaye Royale,Las Vegas,Nevada,2104198
Molotov Solution,Las Vegas,Nevada,2104198
Killers,Las Vegas,Nevada,2104198
Misericordiam,Las Vegas,Nevada,2104198
Righteous Pigs,Las Vegas,Nevada,2104198
Adelitas Way,Las Vegas,Nevada,2104198
Andy James,Las Vegas,Nevada,2104198
Five Finger Death Punch,Las Vegas,Nevada,2104198
Imagine Dragons,Las Vegas,Nevada,2104198
The Killers,Las Vegas,Nevada,2104198
Falling in Reverse,Las Vegas,Nevada,2104198
Curl Up and Die,Las Vegas,Nevada,2104198
Escape the Fate,Las Vegas,Nevada,2104198
Goatlord,Las Vegas,Nevada,2104198
Slaughter,Las Vegas,Nevada,2104198
The Cab,Las Vegas,Nevada,2104198
Taking Dawn,Las Vegas,Nevada,2104198
Destruction of a Rose,Las Vegas,Nevada,2104198
The Higher,Las Vegas,Nevada,2104198
Berried Alive,Portland,Oregon,2074775
Fanisk,Portland,Oregon,2074775
Middian,Portland,Oregon,2074775
Quasi,Portland,Oregon,2074775
Aldebaran,Portland,Oregon,2074775
Anatomy of a Ghost,Portland,Oregon,2074775
The Thermals,Portland,Oregon,2074775
Ritual Necromancy,Portland,Oregon,2074775
Red Fang,Portland,Oregon,2074775
Inked in Blood,Portland,Oregon,2074775
YACHT,Portland,Oregon,2074775
Dead Moon,Portland,Oregon,2074775
Sparks The Rescue,Portland,Oregon,2074775
Strange Ranger,Portland,Oregon,2074775
Poison Idea,Portland,Oregon,2074775
Those Who Lie Beneath,Portland,Oregon,2074775
Frightmare,Portland,Oregon,2074775
Courtney Love,Portland,Oregon,2074775
Kutless,Portland,Oregon,2074775
Chromatics,Portland,Oregon,2074775
The Decemberists,Portland,Oregon,2074775
Horse Feathers,Portland,Oregon,2074775
Wehrmacht,Portland,Oregon,2074775
Kind of Like Spitting,Portland,Oregon,2074775
Hockey,Portland,Oregon,2074775
Agalloch,Portland,Oregon,2074775
"Duck. Little brother, duck!",Portland,Oregon,2074775
The Taxpayers,Portland,Oregon,2074775
Typhoon,Portland,Oregon,2074775
Sculptured,Portland,Oregon,2074775
Eternal Tapestry,Portland,Oregon,2074775
Aseitas,Portland,Oregon,2074775
Disembowel,Portland,Oregon,2074775
Velvet Cacoon,Portland,Oregon,2074775
Soft Kill,Portland,Oregon,2074775
Yume Bitsu,Portland,Oregon,2074775
Menomena,Portland,Oregon,2074775
Falls of Rauros,Portland,Oregon,2074775
Talkdemonic,Portland,Oregon,2074775
Laura Veirs,Portland,Oregon,2074775
Wild Flag,Portland,Oregon,2074775
Stephen Malkmus and the Jicks,Portland,Oregon,2074775
The Softies,Portland,Oregon,2074775
The Dandy Warhols,Portland,Oregon,2074775
Wipers,Portland,Oregon,2074775
Black Tape for a Blue Girl,Portland,Oregon,2074775
Heatmiser,Portland,Oregon,2074775
Unknown Mortal Orchestra,Portland,Oregon,2074775
Blitzen Trapper,Portland,Oregon,2074775
Icarus the Owl,Portland,Oregon,2074775
Grails,Portland,Oregon,2074775
Ramona Falls,Portland,Oregon,2074775
Witch Mountain,Portland,Oregon,2074775
Across the Sun,Portland,Oregon,2074775
She and Him,Portland,Oregon,2074775
Life at These Speeds,Portland,Oregon,2074775
Lord Gore,Portland,Oregon,2074775
The Exploding Hearts,Portland,Oregon,2074775
American Me,Portland,Oregon,2074775
It Prevails,Portland,Oregon,2074775
A Hope For Home,Portland,Oregon,2074775
Dying Wish,Portland,Oregon,2074775
Richmond Fontaine,Portland,Oregon,2074775
Uada,Portland,Oregon,2074775
The Odious,Portland,Oregon,2074775
Toxic Holocaust,Portland,Oregon,2074775
Greg Sage,Portland,Oregon,2074775
Atriarch,Portland,Oregon,2074775
Everclear,Portland,Oregon,2074775
Cruel Hand,Portland,Oregon,2074775
Ray Alder,San Antonio,Texas,2049293
Ron Jarzombek,San Antonio,Texas,2049293
Blotted Science,San Antonio,Texas,2049293
Butthole Surfers,San Antonio,Texas,2049293
Christopher Cross,San Antonio,Texas,2049293
Nothing More,San Antonio,Texas,2049293
Upon a Burning Body,San Antonio,Texas,2049293
Abandon,San Antonio,Texas,2049293
Spastic Ink,San Antonio,Texas,2049293
Steve Earle,San Antonio,Texas,2049293
Bitter End,San Antonio,Texas,2049293
Michael Hedges,Sacramento,California,1898019
Tesla,Sacramento,California,1898019
Journal,Sacramento,California,1898019
Endeverafter,Sacramento,California,1898019
Team Sleep,Sacramento,California,1898019
Training for Utopia,Sacramento,California,1898019
Middle Class Rut,Sacramento,California,1898019
Kevin Gilbert,Sacramento,California,1898019
Giant Squid,Sacramento,California,1898019
Tiger Trap,Sacramento,California,1898019
Consider the Thief,Sacramento,California,1898019
Tycho,Sacramento,California,1898019
Kingdom of Giants,Sacramento,California,1898019
Fleeting Joys,Sacramento,California,1898019
Hoods,Sacramento,California,1898019
Dance Gavin Dance,Sacramento,California,1898019
Hella,Sacramento,California,1898019
Zach Hill,Sacramento,California,1898019
The Abominable Iron Sloth,Sacramento,California,1898019
Deftones,Sacramento,California,1898019
Far,Sacramento,California,1898019
Killing The Dream,Sacramento,California,1898019
Catherine,Sacramento,California,1898019
Will Haven,Sacramento,California,1898019
!!!,Sacramento,California,1898019
Oleander,Sacramento,California,1898019
Jamie's Elsewhere,Sacramento,California,1898019
Ten After Two,Sacramento,California,1898019
Tales of Terror,Sacramento,California,1898019
Tera Melos,Sacramento,California,1898019
With Passion,Sacramento,California,1898019
Chelsea Wolfe,Sacramento,California,1898019
In the Silence,Sacramento,California,1898019
Rocketship,Sacramento,California,1898019
bygones,Sacramento,California,1898019
Cake,Sacramento,California,1898019
A Lot Like Birds,Sacramento,California,1898019
Embrace The End,Sacramento,California,1898019
Bloodlet,Orlando,Florida,1822394
Skrape,Orlando,Florida,1822394
Alter Bridge,Orlando,Florida,1822394
Broadway,Orlando,Florida,1822394
Fireflight,Orlando,Florida,1822394
Between the Trees,Orlando,Florida,1822394
Last Winter,Orlando,Florida,1822394
Tremonti,Orlando,Florida,1822394
There For Tomorrow,Orlando,Florida,1822394
Adeste,Orlando,Florida,1822394
Trivium,Orlando,Florida,1822394
Dark New Day,Orlando,Florida,1822394
You Blew It!,Orlando,Florida,1822394
Backstreet Boys,Orlando,Florida,1822394
City Of Ifa,Orlando,Florida,1822394
Scott Stapp,Orlando,Florida,1822394
Modern Day Escape,Orlando,Florida,1822394
Torres,Orlando,Florida,1822394
Sleeping With Sirens,Orlando,Florida,1822394
Matchbox Twenty,Orlando,Florida,1822394
I Am Empire,San Jose,California,1798103
Sleep,San Jose,California,1798103
Duster,San Jose,California,1798103
Dekapitator,San Jose,California,1798103
Sunami,San Jose,California,1798103
Smash Mouth,San Jose,California,1798103
Covet,San Jose,California,1798103
Valium Aggelein,San Jose,California,1798103
Noothgrush,San Jose,California,1798103
Xiu Xiu,San Jose,California,1798103
Scott Weiland,San Jose,California,1798103
Exhumed,San Jose,California,1798103
Heavy Heavy Low Low,San Jose,California,1798103
Count Five,San Jose,California,1798103
A Black Rose Burial,San Jose,California,1798103
Shinobu,San Jose,California,1798103
The Doobie Brothers,San Jose,California,1798103
WRVTH,San Jose,California,1798103
Warlord,San Jose,California,1798103
Kid Cudi,Cleveland,Ohio,1710093
Pere Ubu,Cleveland,Ohio,1710093
Craw,Cleveland,Ohio,1710093
Joshua Radin,Cleveland,Ohio,1710093
Machine Gun Kelly,Cleveland,Ohio,1710093
Switched,Cleveland,Ohio,1710093
My Dad Is Dead,Cleveland,Ohio,1710093
Keelhaul,Cleveland,Ohio,1710093
The Alter Boys,Cleveland,Ohio,1710093
Apartment 213,Cleveland,Ohio,1710093
Filter,Cleveland,Ohio,1710093
Inhale Exhale,Cleveland,Ohio,1710093
Cloud Nothings,Cleveland,Ohio,1710093
Chimaira,Cleveland,Ohio,1710093
James Gang,Cleveland,Ohio,1710093
Integrity,Cleveland,Ohio,1710093
Salt The Wound,Cleveland,Ohio,1710093
Affiance,Cleveland,Ohio,1710093
Guitar Fight from Fooly Cooly,Cleveland,Ohio,1710093
Shok Paris,Cleveland,Ohio,1710093
Fred Neil,Cleveland,Ohio,1710093
Tracy Chapman,Cleveland,Ohio,1710093
Mushroomhead,Cleveland,Ohio,1710093
Nine Inch Nails,Cleveland,Ohio,1710093
Gilby Clarke,Cleveland,Ohio,1710093
Ringworm,Cleveland,Ohio,1710093
Mantic Ritual,Pittsburgh,Pennsylvania,1703266
Dream Death,Pittsburgh,Pennsylvania,1703266
Jackson Scott,Pittsburgh,Pennsylvania,1703266
Shin Guard,Pittsburgh,Pennsylvania,1703266
Don Caballero,Pittsburgh,Pennsylvania,1703266
Code Orange,Pittsburgh,Pennsylvania,1703266
Black Moth Super Rainbow,Pittsburgh,Pennsylvania,1703266
Rusted Root,Pittsburgh,Pennsylvania,1703266
Equipoise,Pittsburgh,Pennsylvania,1703266
Anti-Flag,Pittsburgh,Pennsylvania,1703266
Zombi,Pittsburgh,Pennsylvania,1703266
"Beck, Bogert and Appice",Pittsburgh,Pennsylvania,1703266
The Breathing Process,Pittsburgh,Pennsylvania,1703266
Circle of Dead Children,Pittsburgh,Pennsylvania,1703266
Nunslaughter,Pittsburgh,Pennsylvania,1703266
A Voice Like Rhetoric,Pittsburgh,Pennsylvania,1703266
Aus-Rotten,Pittsburgh,Pennsylvania,1703266
Unfurl,Pittsburgh,Pennsylvania,1703266
feeble little horse,Pittsburgh,Pennsylvania,1703266
Shakey Graves,Austin,Texas,1687311
Portrayal of Guilt,Austin,Texas,1687311
The American Analog Set,Austin,Texas,1687311
The Black Angels,Austin,Texas,1687311
Pop Unknown,Austin,Texas,1687311
The Jesus Lizard,Austin,Texas,1687311
Eyes Adrift,Austin,Texas,1687311
Total Abuse,Austin,Texas,1687311
The Octopus Project,Austin,Texas,1687311
Glassing,Austin,Texas,1687311
Exhalants,Austin,Texas,1687311
Hatred Surge,Austin,Texas,1687311
Iron Age,Austin,Texas,1687311
At All Cost,Austin,Texas,1687311
Averse Sefira,Austin,Texas,1687311
Mammoth Grinder,Austin,Texas,1687311
Dangerous Toys,Austin,Texas,1687311
Balmorhea,Austin,Texas,1687311
The Black,Austin,Texas,1687311
Ringo Deathstarr,Austin,Texas,1687311
Mineral,Austin,Texas,1687311
Eric Johnson,Austin,Texas,1687311
The Calm Blue Sea,Austin,Texas,1687311
The Gloria Record,Austin,Texas,1687311
Spoon,Austin,Texas,1687311
...And You Will Know Us by the Trail of Dead,Austin,Texas,1687311
White Denim,Austin,Texas,1687311
I Love You But I've Chosen Darkness,Austin,Texas,1687311
Pompeii,Austin,Texas,1687311
Sun Araw,Austin,Texas,1687311
Skrew,Austin,Texas,1687311
MDC,Austin,Texas,1687311
Okkervil River,Austin,Texas,1687311
Scratch Acid,Austin,Texas,1687311
The Sword,Austin,Texas,1687311
Eternal Champion,Austin,Texas,1687311
Mutual Benefit,Austin,Texas,1687311
Grivo,Austin,Texas,1687311
Fastball,Austin,Texas,1687311
Shearwater,Austin,Texas,1687311
Explosions in the Sky,Austin,Texas,1687311
Voxtrot,Austin,Texas,1687311
Mylets,Austin,Texas,1687311
Pure X,Austin,Texas,1687311
Watchtower,Austin,Texas,1687311
Mother Tongue,Austin,Texas,1687311
Walk the Moon,Cincinnati,Ohio,1662691
All the Day Holiday,Cincinnati,Ohio,1662691
Foxy Shazam,Cincinnati,Ohio,1662691
Mixtapes,Cincinnati,Ohio,1662691
Johnnytwentythree,Cincinnati,Ohio,1662691
Chastain,Cincinnati,Ohio,1662691
Bad Veins,Cincinnati,Ohio,1662691
Rose Funeral,Cincinnati,Ohio,1662691
Black Veil Brides,Cincinnati,Ohio,1662691
Matt Berninger,Cincinnati,Ohio,1662691
Beneath The Sky,Cincinnati,Ohio,1662691
Heartless Bastards,Cincinnati,Ohio,1662691
The Dopamines,Cincinnati,Ohio,1662691
Corpus Christi,Cincinnati,Ohio,1662691
Close To Home,Cincinnati,Ohio,1662691
The Afghan Whigs,Cincinnati,Ohio,1662691
The National,Cincinnati,Ohio,1662691
Order From Chaos,Kansas City,Missouri,1636715
Shiner,Kansas City,Missouri,1636715
The Get Up Kids,Kansas City,Missouri,1636715
Boys Life,Kansas City,Missouri,1636715
Angelcorpse,Kansas City,Missouri,1636715
Coalesce,Kansas City,Missouri,1636715
Downthesun,Kansas City,Missouri,1636715
The Browning,Kansas City,Missouri,1636715
The Casket Lottery,Kansas City,Missouri,1636715
Eugene McDaniels,Kansas City,Missouri,1636715
The Life and Times,Kansas City,Missouri,1636715
Lo-Ruhamah,Kansas City,Missouri,1636715
Frost Like Ashes,Kansas City,Missouri,1636715
Ares Kingdom,Kansas City,Missouri,1636715
Reggie and The Full Effect,Kansas City,Missouri,1636715
Krizz Kaliko,Kansas City,Missouri,1636715
Puddle of Mudd,Kansas City,Missouri,1636715
Flee the Seen,Kansas City,Missouri,1636715
Cassandra Jenkins,Manhattan,New York,1628706
Blue Man Group,Manhattan,New York,1628706
Cults,Manhattan,New York,1628706
Luscious Jackson,Manhattan,New York,1628706
Trenches,Indianapolis,Indiana,1588961
The Gates Of Slumber,Indianapolis,Indiana,1588961
Plumb,Indianapolis,Indiana,1588961
Natalie Walker,Indianapolis,Indiana,1588961
Zero Boys,Indianapolis,Indiana,1588961
Adrianne Lenker,Indianapolis,Indiana,1588961
The Contortionist,Indianapolis,Indiana,1588961
Coffinworm,Indianapolis,Indiana,1588961
Gwen Stacy,Indianapolis,Indiana,1588961
Forevermore,Indianapolis,Indiana,1588961
Margot and the Nuclear So and So's,Indianapolis,Indiana,1588961
Demiricous,Indianapolis,Indiana,1588961
Starset,Columbus,Ohio,1562009
"Defiance, Ohio",Columbus,Ohio,1562009
Attack Attack!,Columbus,Ohio,1562009
Beartooth,Columbus,Ohio,1562009
Twenty One Pilots,Columbus,Ohio,1562009
The Crimson Armada,Columbus,Ohio,1562009
Tyler Joseph,Columbus,Ohio,1562009
House Of Heroes,Columbus,Ohio,1562009
The Sidekicks,Columbus,Ohio,1562009
Scrawl,Columbus,Ohio,1562009
We Are Only Human Once,Columbus,Ohio,1562009
Cloudkicker,Columbus,Ohio,1562009
Lo-Pan,Columbus,Ohio,1562009
Like Moths to Flames,Columbus,Ohio,1562009
Times New Viking,Columbus,Ohio,1562009
Hopesfall,Charlotte,North Carolina,1512923
A Hero a Fake,Charlotte,North Carolina,1512923
My Epic,Charlotte,North Carolina,1512923
Paper Tongues,Charlotte,North Carolina,1512923
The Reticent,Charlotte,North Carolina,1512923
Young and in the Way,Charlotte,North Carolina,1512923
Wretched,Charlotte,North Carolina,1512923
Spitfire,Virginia Beach,Virginia,1478868
Benjamin Booker,Virginia Beach,Virginia,1478868
At War,Virginia Beach,Virginia,1478868
Arsis,Virginia Beach,Virginia,1478868
Turnover,Virginia Beach,Virginia,1478868
Abriction,Bronx,New York,1418207
Maritime,Milwaukee,Wisconsin,1365787
Julia Holter,Milwaukee,Wisconsin,1365787
Realm,Milwaukee,Wisconsin,1365787
Accidental Suicide,Milwaukee,Wisconsin,1365787
Enabler,Milwaukee,Wisconsin,1365787
Violent Femmes,Milwaukee,Wisconsin,1365787
Since By Man,Milwaukee,Wisconsin,1365787
Forever Is Forgotten,Milwaukee,Wisconsin,1365787
Lights Out Asia,Milwaukee,Wisconsin,1365787
The Promise Ring,Milwaukee,Wisconsin,1365787
Morta Skuld,Milwaukee,Wisconsin,1365787
As the Sun Sets,Providence,Rhode Island,1203230
The Empire Shall Fall,Providence,Rhode Island,1203230
Les Savy Fav,Providence,Rhode Island,1203230
Six Finger Satellite,Providence,Rhode Island,1203230
Arab on Radar,Providence,Rhode Island,1203230
Vital Remains,Providence,Rhode Island,1203230
Black Dice,Providence,Rhode Island,1203230
Lightning Bolt,Providence,Rhode Island,1203230
The Body,Providence,Rhode Island,1203230
ZOX,Providence,Rhode Island,1203230
Fang Island,Providence,Rhode Island,1203230
Daughters,Providence,Rhode Island,1203230
Math the Band,Providence,Rhode Island,1203230
Howl,Providence,Rhode Island,1203230
Talking Heads,Providence,Rhode Island,1203230
Gavin Castleton,Providence,Rhode Island,1203230
Verse,Providence,Rhode Island,1203230
The Low Anthem,Providence,Rhode Island,1203230
Deer Tick,Providence,Rhode Island,1203230
The Dear Hunter,Providence,Rhode Island,1203230
The Allman Brothers Band,Jacksonville,Florida,1181496
Evergreen Terrace,Jacksonville,Florida,1181496
Shinedown,Jacksonville,Florida,1181496
Blackfoot,Jacksonville,Florida,1181496
Black Kids,Jacksonville,Florida,1181496
Yellowcard,Jacksonville,Florida,1181496
Lynyrd Skynyrd,Jacksonville,Florida,1181496
His Name Was Iron,Jacksonville,Florida,1181496
Tedeschi Trucks Band,Jacksonville,Florida,1181496
Electric President,Jacksonville,Florida,1181496
Ryan Adams,Jacksonville,Florida,1181496
Casey Jones,Jacksonville,Florida,1181496
Molly Hatchet,Jacksonville,Florida,1181496
Big Dumb Face,Jacksonville,Florida,1181496
Limp Bizkit,Jacksonville,Florida,1181496
Allele,Jacksonville,Florida,1181496
Whole Wheat Bread,Jacksonville,Florida,1181496
Cold,Jacksonville,Florida,1181496
Radical Face,Jacksonville,Florida,1181496
The Derek Trucks Band,Jacksonville,Florida,1181496
Astronautalis,Jacksonville,Florida,1181496
Yashira,Jacksonville,Florida,1181496
I am the Ocean,Salt Lake City,Utah,1098526
The Brobecks,Salt Lake City,Utah,1098526
Wicked Innocence,Salt Lake City,Utah,1098526
Eagle Twin,Salt Lake City,Utah,1098526
Choir Boy,Salt Lake City,Utah,1098526
Gaza,Salt Lake City,Utah,1098526
Gillian Welch,Nashville,Tennessee,1081903
The Civil Wars,Nashville,Tennessee,1081903
The Pink Spiders,Nashville,Tennessee,1081903
The Dead Weather,Nashville,Tennessee,1081903
Giant,Nashville,Tennessee,1081903
Margo Price,Nashville,Tennessee,1081903
Look What I Did,Nashville,Tennessee,1081903
The Glorious Unseen,Nashville,Tennessee,1081903
Taylor Swift,Nashville,Tennessee,1081903
Soccer Mommy,Nashville,Tennessee,1081903
Paper Route,Nashville,Tennessee,1081903
Enfold Darkness,Nashville,Tennessee,1081903
Intruder,Nashville,Tennessee,1081903
All Them Witches,Nashville,Tennessee,1081903
Arch Echo,Nashville,Tennessee,1081903
Hank Williams III,Nashville,Tennessee,1081903
Be Your Own Pet,Nashville,Tennessee,1081903
Red,Nashville,Tennessee,1081903
Free Throw,Nashville,Tennessee,1081903
Bully,Nashville,Tennessee,1081903
Today Is the Day,Nashville,Tennessee,1081903
Florida Georgia Line,Nashville,Tennessee,1081903
Hot Action Cop,Nashville,Tennessee,1081903
Hot Chelle Rae,Nashville,Tennessee,1081903
Gregg Allman,Nashville,Tennessee,1081903
A Plea for Purging,Nashville,Tennessee,1081903
Steeler,Nashville,Tennessee,1081903
Framing Hanley,Nashville,Tennessee,1081903
Lambchop,Nashville,Tennessee,1081903
The Ascent of Everest,Nashville,Tennessee,1081903
Hammock,Nashville,Tennessee,1081903
Mat Kearney,Nashville,Tennessee,1081903
Sam Hunt,Nashville,Tennessee,1081903
Day of Fire,Nashville,Tennessee,1081903
JEFF the Brotherhood,Nashville,Tennessee,1081903
From Ashes Rise,Nashville,Tennessee,1081903
Tomahawk,Nashville,Tennessee,1081903
Rascal Flatts,Nashville,Tennessee,1081903
A Loathing Requiem,Nashville,Tennessee,1081903
Inferi,Nashville,Tennessee,1081903
Spoken,Nashville,Tennessee,1081903
Strike Anywhere,Richmond,Virginia,1075798
Government Warning,Richmond,Virginia,1075798
Inter Arma,Richmond,Virginia,1075798
Bad Omens,Richmond,Virginia,1075798
Municipal Waste,Richmond,Virginia,1075798
Cracker,Richmond,Virginia,1075798
The Savage Resurrection,Richmond,Virginia,1075798
Engine Down,Richmond,Virginia,1075798
Sparklehorse,Richmond,Virginia,1075798
Matthew E. White,Richmond,Virginia,1075798
Lamb of God,Richmond,Virginia,1075798
Bracewar,Richmond,Virginia,1075798
Firehouse,Richmond,Virginia,1075798
Cough,Richmond,Virginia,1075798
Jason Becker,Richmond,Virginia,1075798
City of Caterpillar,Richmond,Virginia,1075798
Dens,Richmond,Virginia,1075798
Scarlet,Richmond,Virginia,1075798
Gregor Samsa,Richmond,Virginia,1075798
Labradford,Richmond,Virginia,1075798
Burn the Priest,Richmond,Virginia,1075798
The Riot Before,Richmond,Virginia,1075798
Blind Illusion,Richmond,Virginia,1075798
ostraca,Richmond,Virginia,1075798
The Blue Letter,Richmond,Virginia,1075798
Conditions,Richmond,Virginia,1075798
GWAR,Richmond,Virginia,1075798
Windhand,Richmond,Virginia,1075798
Exodus,Richmond,Virginia,1075798
Cannabis Corpse,Richmond,Virginia,1075798
Aimee Mann,Richmond,Virginia,1075798
Unjust,Richmond,Virginia,1075798
Down To Nothing,Richmond,Virginia,1075798
"Wow, Owls!",Richmond,Virginia,1075798
Nights Like These,Memphis,Tennessee,1066967
Egypt Central,Memphis,Tennessee,1066967
Chris Bell,Memphis,Tennessee,1066967
Magic Kids,Memphis,Tennessee,1066967
His Hero Is Gone,Memphis,Tennessee,1066967
Evil Army,Memphis,Tennessee,1066967
Reatards,Memphis,Tennessee,1066967
Jay Reatard,Memphis,Tennessee,1066967
Skillet,Memphis,Tennessee,1066967
Shawn Lane,Memphis,Tennessee,1066967
Lucero,Memphis,Tennessee,1066967
Big Star,Memphis,Tennessee,1066967
Tragedy,Memphis,Tennessee,1066967
Alex Chilton,Memphis,Tennessee,1066967
Primer 55,Memphis,Tennessee,1066967
Saliva,Memphis,Tennessee,1066967
Called to Arms,Raleigh,North Carolina,1038738
Bowerbirds,Raleigh,North Carolina,1038738
Undying,Raleigh,North Carolina,1038738
Krosis,Raleigh,North Carolina,1038738
Confessor,Raleigh,North Carolina,1038738
Between the Buried and Me,Raleigh,North Carolina,1038738
Alesana,Raleigh,North Carolina,1038738
Whiskeytown,Raleigh,North Carolina,1038738
Corrosion of Conformity,Raleigh,North Carolina,1038738
Annuals,Raleigh,North Carolina,1038738
Hurray For The Riff Raff,New Orleans,Louisiana,1020886
Crowbar,New Orleans,Louisiana,1020886
Emptyself,New Orleans,Louisiana,1020886
Soilent Green,New Orleans,Louisiana,1020886
Goatwhore,New Orleans,Louisiana,1020886
Philip H. Anselmo and The Illegals,New Orleans,Louisiana,1020886
Eyehategod,New Orleans,Louisiana,1020886
Down,New Orleans,Louisiana,1020886
Zebra,New Orleans,Louisiana,1020886
Oysterhead,New Orleans,Louisiana,1020886
The Neville Brothers,New Orleans,Louisiana,1020886
