artist,city,state,population
Palm Reader,Nottingham,East Midlands,321500
Sabbat,Nottingham,East Midlands,321500
Ten Years After,Nottingham,East Midlands,321500
Area 11,Nottingham,East Midlands,321500
earthtone9,Nottingham,East Midlands,321500
Panchiko,Nottingham,East Midlands,321500
Howards Alias,Southampton,Southampton,269781
Creeper,Southampton,Southampton,269781
Dead!,Southampton,Southampton,269781
IQ,Southampton,Southampton,269781
Band of Skulls,Southampton,Southampton,269781
Aqualung,Southampton,Southampton,269781
Power Quest,Southampton,Southampton,269781
Our Time Down Here,Southampton,Southampton,269781
Delays,Southampton,Southampton,269781
Desolated,Southampton,Southampton,269781
"Our Hollow, Our Home",Southampton,Southampton,269781
Bury Tomorrow,Southampton,Southampton,269781
Moss,Southampton,Southampton,269781
Crazy Arm,Plymouth,Devon,267918
Helpless,Plymouth,Devon,267918
Mastiff,Kingston upon Hull,England,260200
Throbbing Gristle,Kingston upon Hull,England,260200
Infant Annihilator,Kingston upon Hull,England,260200
Cloven Hoof,Wolverhampton,West Midlands,250970
Babylon Zoo,Wolverhampton,West Midlands,250970
God Damn,Wolverhampton,West Midlands,250970
Slade,Wolverhampton,West Midlands,250970
Scott Matthews,Wolverhampton,West Midlands,250970
Discharge,Stoke-on-Trent,Stoke-on-Trent,249008
Robbie Williams,Stoke-on-Trent,Stoke-on-Trent,249008
Broken Bones,Stoke-on-Trent,Stoke-on-Trent,249008
Crash of Rhinos,Derby,East Midlands,248700
LostAlone,Derby,East Midlands,248700
The Little Explorer,Derby,East Midlands,248700
The Struts,Derby,East Midlands,248700
The Beyond,Derby,East Midlands,248700
Holding Patterns,Derby,East Midlands,248700
Abduction,Derby,East Midlands,248700
Warpath,Abertawe,Cymru / Wales,245508
Acres,Portsmouth,Portsmouth,238800
Cranes,Portsmouth,Portsmouth,238800
Bloodshot Dawn,Portsmouth,Portsmouth,238800
Exit Ten,Reading,Oxfordshire,230046
Sundara Karma,Reading,Oxfordshire,230046
Renounced,Reading,Oxfordshire,230046
Ben Marwood,Reading,Oxfordshire,230046
Viatrophy,Reading,Oxfordshire,230046
The Arusha Accord,Reading,Oxfordshire,230046
Slowdive,Reading,Oxfordshire,230046
Sylosis,Reading,Oxfordshire,230046
Malefice,Reading,Oxfordshire,230046
Chapterhouse,Reading,Oxfordshire,230046
Cyclamen,Reading,Oxfordshire,230046
Mike Oldfield,Reading,Oxfordshire,230046
Sea Power,Reading,Oxfordshire,230046
UK Decay,Luton,Luton,213052
Hacktivist,Milton Keynes,City of Milton Keynes,207057
Fellsilent,Milton Keynes,City of Milton Keynes,207057
Capdown,Milton Keynes,City of Milton Keynes,207057
TesseracT,Milton Keynes,City of Milton Keynes,207057
Heart of a Coward,Milton Keynes,City of Milton Keynes,207057
Spandau Ballet,Islington,England,206125
The Boy Will Drown,Norwich,Norfolk,195971
Beth Orton,Norwich,Norfolk,195971
Maths,Norwich,Norfolk,195971
Cassus,Norwich,Norfolk,195971
Heriot,Swindon,Wiltshire,192599
Eternal Lord,Swindon,Wiltshire,192599
XTC,Swindon,Wiltshire,192599
The Dukes Of Stratosphear,Swindon,Wiltshire,192599
The Cold Harbour,Swindon,Wiltshire,192599
Lyrinx,Swindon,Wiltshire,192599
Decomposed,Croydon,England,192064
Jade Bird,Croydon,England,192064
Loop,Croydon,England,192064
Depeche Mode,Basildon,Essex,185900
Big Big Train,Bournemouth,England,183491
Heart in Hand,Bournemouth,England,183491
"Giles, Giles and Fripp",Bournemouth,England,183491
Air Traffic,Bournemouth,England,183491
Basement,Ipswich,Suffolk,180000
The Future Kings of England,Ipswich,Suffolk,180000
The Adicts,Ipswich,Suffolk,180000
Extreme Noise Terror,Ipswich,Suffolk,180000
Wodensthrone,Sunderland,North East,174286
Leatherface,Sunderland,North East,174286
The Futureheads,Sunderland,North East,174286
Nexilva,Sunderland,North East,174286
Lebanon Hanover,Sunderland,North East,174286
Battleaxe,Sunderland,North East,174286
Field Music,Sunderland,North East,174286
Ian Brown,Warrington,Warrington,165456
Starsailor,Warrington,Warrington,165456
Memories Of Machines,Warrington,Warrington,165456
Tim Bowness,Warrington,Warrington,165456
Sore Throat,Huddersfield,England,162949
Embrace (UK),Huddersfield,England,162949
Evile,Huddersfield,England,162949
Glamour of the Kill,York,York and North Yorkshire,153717
Shed Seven,York,York and North Yorkshire,153717
The Seahorses,York,York and North Yorkshire,153717
Deitus,York,York and North Yorkshire,153717
Elliot Minor,York,York and North Yorkshire,153717
Mostly Autumn,York,York and North Yorkshire,153717
Asking Alexandria,York,York and North Yorkshire,153717
Benjamin Francis Leftwich,York,York and North Yorkshire,153717
Swervedriver,Oxford,Oxfordshire,152000
Heavenly,Oxford,Oxfordshire,152000
Ride,Oxford,Oxfordshire,152000
Supergrass,Oxford,Oxfordshire,152000
Youthmovies,Oxford,Oxfordshire,152000
Glass Animals,Oxford,Oxfordshire,152000
A Silent Film,Oxford,Oxfordshire,152000
Stornoway,Oxford,Oxfordshire,152000
Foals,Oxford,Oxfordshire,152000
Ian Dury,Harrow,Greater London,149246
Kate Nash,Harrow,Greater London,149246
Snow Patrol,Dundee,Alba / Scotland,148270
The Associates,Dundee,Alba / Scotland,148270
Kaddish,Dundee,Alba / Scotland,148270
The View,Dundee,Alba / Scotland,148270
DARTZ!,Middlesbrough,Tees Valley,140545
Chris Rea,Middlesbrough,Tees Valley,140545
Jon Gomm,Blackpool,England,139305
Boston Manor,Blackpool,England,139305
Jethro Tull,Blackpool,England,139305
Ian Anderson,Blackpool,England,139305
Me vs Hero,Blackpool,England,139305
Blanket,Blackpool,England,139305
King Goat,Brighton,England,134293
The Physics House Band,Brighton,England,134293
The Eighties Matchbox B-Line Disaster,Brighton,England,134293
Earth Moves,Brighton,England,134293
Passenger,Brighton,England,134293
Necrosanct,Brighton,England,134293
As Living Arrows,Brighton,England,134293
The Go! Team,Brighton,England,134293
Toska,Brighton,England,134293
Chalk Hands,Brighton,England,134293
Toy,Brighton,England,134293
Dead Swans,Brighton,England,134293
Johnny Truant,Brighton,England,134293
Squid,Brighton,England,134293
Dream Wife,Brighton,England,134293
Tigercub,Brighton,England,134293
Ditz,Brighton,England,134293
The Mire,Brighton,England,134293
Blood Red Shoes,Brighton,England,134293
Fall of Efrafa,Brighton,England,134293
Esben and the Witch,Brighton,England,134293
The Levellers,Brighton,England,134293
I Feel Fine,Brighton,England,134293
The Kooks,Brighton,England,134293
As It Is,Brighton,England,134293
Fujiya and Miyagi,Brighton,England,134293
Hydra Vein,Brighton,England,134293
Deathwish,Brighton,England,134293
Electrelane,Brighton,England,134293
Black Peaks,Brighton,England,134293
We Never Learned To Live,Brighton,England,134293
Porridge Radio,Brighton,England,134293
Gnarwolves,Brighton,England,134293
Fear of Men,Brighton,England,134293
The Pipettes,Brighton,England,134293
Diagonal,Brighton,England,134293
Architects,Brighton,England,134293
The Ghost of a Thousand,Brighton,England,134293
Delta Sleep,Brighton,England,134293
Declan McKenna,Enfield,England,132640
Mark Hollis,Tottenham,England,129237
Badly Drawn Boy,Bolton,Greater Manchester,128139
Cherry Ghost,Bolton,Greater Manchester,128139
Buzzcocks,Bolton,Greater Manchester,128139
Dub War,Newport,Newport,128060
Save Your Breath,Newport,Newport,128060
Skindred,Newport,Newport,128060
Feeder,Newport,Newport,128060
Beth Gibbons,Exeter,Devon,124180
Napoleon,Exeter,Devon,124180
Black Foxxes,Exeter,Devon,124180
The Computers,Exeter,Devon,124180
Clare Maguire,Solihull,West Midlands,123187
Imogen Heap,Romford,England,122854
Xentrix,Preston,Lancashire,122719
Young Guns,High Wycombe,Buckinghamshire,120256
Crooks,Cheltenham,Gloucestershire,116447
Graham Coxon,Colchester,Essex,111921
Modern English,Colchester,Essex,111921
Telepathy,Colchester,Essex,111921
Squarepusher,Chelmsford,Essex,111511
Guthrie Govan,Chelmsford,Essex,111511
YUNGBLUD,Doncaster,South Yorkshire,109805
John McLaughlin,Doncaster,South Yorkshire,109805
The Bevis Frond,Walthamstow,England,109424
Royal Blood,Worthing,West Sussex,109120
The Ordinary Boys,Worthing,West Sussex,109120
Steamhammer,Worthing,West Sussex,109120
England,Maidstone,Kent,107627
Xerath,Basingstoke,England,107355
Canterbury,Basingstoke,England,107355
The Cure,Crawley,West Sussex,106597
10cc,Stockport,Greater Manchester,105878
Bad Lieutenant,Salford,Greater Manchester,103886
New Order,Salford,Greater Manchester,103886
Happy Mondays,Salford,Greater Manchester,103886
Black Grape,Salford,Greater Manchester,103886
The Ting Tings,Salford,Greater Manchester,103886
Graham Nash,Salford,Greater Manchester,103886
Joy Division,Salford,Greater Manchester,103886
Richard Ashcroft,Wigan,Greater Manchester,103608
Boss Keloid,Wigan,Greater Manchester,103608
The Verve,Wigan,Greater Manchester,103608
Dr. John,Hounslow,England,103337
Dodgy,Hounslow,England,103337
ROAM,Eastbourne,East Sussex,101547
The James Cleaver Quintet,Eastbourne,East Sussex,101547
Dividing the Line,Worcester,Worcestershire,101328
Blanck Mass,Worcester,Worcestershire,101328
Peace,Worcester,Worcestershire,101328
The Cribs,Wakefield,West Yorkshire,99251
The Haxan Cloak,Wakefield,West Yorkshire,99251
Martyr Defiled,Lincoln,Lincolnshire,97541
Luna's Call,Lincoln,Lincolnshire,97541
Climates,Lincoln,Lincolnshire,97541
Inspiral Carpets,Oldham,Greater Manchester,96555
Barclay James Harvest,Oldham,Greater Manchester,96555
Storm Corrosion,Hemel Hempstead,England,94932
Blackfield,Hemel Hempstead,England,94932
Frank Carter and the Rattlesnakes,Hemel Hempstead,England,94932
Porcupine Tree,Hemel Hempstead,England,94932
Steven Wilson,Hemel Hempstead,England,94932
Blackhole,Hemel Hempstead,England,94932
Dead Hearts,Hemel Hempstead,England,94932
No-Man,Hemel Hempstead,England,94932
Wolf People,Bedford,England,92407
Don Broco,Bedford,England,92407
The Danse Society,Barnsley,South Yorkshire,91297
Saxon,Barnsley,South Yorkshire,91297
Gomez,Southport,England,90381
SikTh,Watford,Hertfordshire,90301
Cry For Silence,Watford,Hertfordshire,90301
The Hell,Watford,Hertfordshire,90301
Lower Than Atlantis,Watford,Hertfordshire,90301
Gallows,Watford,Hertfordshire,90301
Lost in the Riots,Watford,Hertfordshire,90301
Nervus,Watford,Hertfordshire,90301
Sexwitch,Wembley,England,90045
More Than Life,Bath,West of England,88859
The Heavy,Bath,West of England,88859
Ignominious Incarceration,Bath,West of England,88859
Tears for Fears,Bath,West of England,88859
White Spirit,Hartlepool,England,88855
Sneaker Pimps,Hartlepool,England,88855
Half Man Half Biscuit,Birkenhead,England,88818
Demoraliser,Grimsby,England,88243
Ed Sheeran,Halifax,England,88134
Wot Gorilla?,Halifax,England,88134
Paradise Lost,Halifax,England,88134
Vallenfyre,Halifax,England,88134
Eyeless In Gaza,Nuneaton,England,86552
Jetplane Landing,Derry,Northern Ireland / Tuaisceart Éireann,85016
The Undertones,Derry,Northern Ireland / Tuaisceart Éireann,85016
Fighting With Wire,Derry,Northern Ireland / Tuaisceart Éireann,85016
July,Ealing,England,85014
The Magic Numbers,Ealing,England,85014
White Lies,Ealing,England,85014
Her Words Kill,Saint Albans,Hertfordshire,82146
Mansun,Chester,England,79645
Head of David,Dudley,West Midlands,79379
Elbow,Bury,Greater Manchester,78723
Tin Machine,Brixton,England,78536
Sex Gang Children,Brixton,England,78536
Younger Brother,Brixton,England,78536
Savage,Mansfield,East Midlands,77551
Momus,Paisley,Alba / Scotland,77220
Paolo Nutini,Paisley,Alba / Scotland,77220
Gerry Rafferty,Paisley,Alba / Scotland,77220
Stealers Wheel,Paisley,Alba / Scotland,77220
The Vapors,Guildford,Surrey,77057
Binah,Guildford,Surrey,77057
The Stranglers,Guildford,Surrey,77057
Camel,Guildford,Surrey,77057
No Consequence,Guildford,Surrey,77057
Polar.,Guildford,Surrey,77057
Angelic Upstarts,South Shields,England,75337
Art,Carlisle,Cumberland,75306
Rose Kemp,Carlisle,Cumberland,75306
The Jesus and Mary Chain,East Kilbride,Alba / Scotland,75120
Aztec Camera,East Kilbride,Alba / Scotland,75120
Acid Reign,Harrogate,England,73576
Blood Youth,Harrogate,England,73576
Chumbawamba,Burnley,Lancashire,73021
The Telescopes,Burton upon Trent,England,72299
Joe Jackson,Burton upon Trent,England,72299
Max Raptor,Burton upon Trent,England,72299
Duke Special,Lisburn,Northern Ireland / Tuaisceart Éireann,71465
Annotations Of An Autopsy,Lowestoft,Suffolk,70945
The Darkness,Lowestoft,Suffolk,70945
Spacemen 3,Rugby,Warwickshire,70627
Spiritualized,Rugby,Warwickshire,70627
Mithras,Rugby,Warwickshire,70627
Conjurer,Rugby,Warwickshire,70627
James Morrison,Rugby,Warwickshire,70627
Jamie T,Wimbledon,England,68187
The Buggles,Wimbledon,England,68187
Nature and Organisation,Walsall,West Midlands,67594
Bossk,Ashford,Kent,67528
yourcodenameis:milo,Washington,England,67085
Bryan Ferry,Washington,England,67085
Steve Hillage,Chingford,Greater London,66211
Wishbone Ash,Torquay,England,65245
Freddie Mercury,Feltham,England,63368
Ned's Atomic Dustbin,Stourbridge,England,63298
Pop Will Eat Itself,Stourbridge,England,63298
Witchfinder General,Stourbridge,England,63298
Diamond Head,Stourbridge,England,63298
Feed The Rhino,Rochester,Kent,62982
The Jam,Woking,Surrey,62796
Paul Weller,Woking,Surrey,62796
This Mortal Coil,Wandsworth,England,61594
The xx,Wandsworth,England,61594
James Durbin,Widnes,Liverpool City Region,61464
Two Door Cinema Club,Bangor,Northern Ireland / Tuaisceart Éireann,61011
The Boo Radleys,Wallasey,England,60284
Billy Bragg,Barking,England,59068
Martin Grech,Aylesbury,Buckinghamshire,58740
Marillion,Aylesbury,Buckinghamshire,58740
Robert Plant and the Strange Sensation,Halesowen,England,58135
Seventh Angel,Halesowen,England,58135
Robert Plant,Halesowen,England,58135
The Hurt Process,Royal Tunbridge Wells,England,57772
Temples,Kettering,North Northamptonshire,56226
Mott The Hoople,Hereford,Herefordshire,55955
Ellie Goulding,Hereford,Herefordshire,55955
The Pretenders,Hereford,Herefordshire,55955
Talons,Hereford,Herefordshire,55955
Raging Speedhorn,Corby,North Northamptonshire,54927
Viking Skull,Corby,North Northamptonshire,54927
Third Ear Band,Canterbury,Kent,54880
Caravan,Canterbury,Kent,54880
Hatfield And The North,Canterbury,Kent,54880
Quiet Sun,Canterbury,Kent,54880
Soft Machine,Canterbury,Kent,54880
Matching Mole,Canterbury,Kent,54880
Moose Blood,Canterbury,Kent,54880
Spirogyra,Canterbury,Kent,54880
National Health,Canterbury,Kent,54880
Terrorvision,Keighley,West Yorkshire,53331
Random Hand,Keighley,West Yorkshire,53331
Big Country,Dunfermline,Fife,53100
Nazareth,Dunfermline,Fife,53100
Snuff,Hendon,England,52972
InMe,Brentwood,Essex,52586
Wytch Hazel,Lancaster,Lancashire,52234
John Mayall,Macclesfield,Cheshire East,51482
The Feeling,Horsham,West Sussex,50934
Dyscarnate,Horsham,West Sussex,50934
Paul Banks,Clacton-on-Sea,England,50548
Clinic,Crosby,England,50044
Robert Palmer,Batley,England,49448
Thom Yorke,Wellingborough,England,49128
Peter Murphy,Wellingborough,England,49128
Conflict,Eltham,England,48964
Good Shoes,Morden,England,48233
ONSIND,Durham,North East,48069
Peter Frampton,Beckenham,England,46844
David Sylvian,Beckenham,England,46844
The Cooper Temple Clause,Wokingham,Berkshire,46745
Jairus,Folkestone,Kent,46698
The Subways,Welwyn Garden City,England,46619
Heights,Welwyn Garden City,England,46619
Sucioperro,Ayr,Alba / Scotland,46490
Biffy Clyro,Kilmarnock,Alba / Scotland,46450
Garganjua,Hinckley,England,45249
The Pineapple Thief,Yeovil,Somerset,45000
Robin Trower,Catford,England,44905
Japan,Catford,England,44905
Sting,Wallsend,England,43826
Arcane Roots,Kingston upon Thames,England,43013
Cardiacs,Kingston upon Thames,England,43013
Tubelord,Kingston upon Thames,England,43013
The Courteeners,Middleton,England,42972
The Chameleons,Middleton,England,42972
Yashin,Greenock,Alba / Scotland,41990
Bruce Dickinson,Worksop,England,41820
China Crisis,Kirkby,Liverpool City Region,40472
Jerusalem,Salisbury,Wiltshire,40302
Tokyo Blade,Salisbury,Wiltshire,40302
Colin Blunstone,Hatfield,Hertfordshire,39201
Babe Ruth,Hatfield,Hertfordshire,39201
Catherine Wheel,Great Yarmouth,Norfolk,38693
Kevin Ayers,Herne Bay,Kent,38385
Lucy Rose,Camberley,England,38038
Jamie Lenman,Camberley,England,38038
Reuben,Camberley,England,38038
Mark Knopfler,Blyth,North East,37339
Tygers Of Pan Tang,Whitley Bay,England,36623
Flood of Red,Airdrie,Alba / Scotland,36620
Infant Sorrow,Grays,England,36601
Jon Anderson,Accrington,England,35456
Arab Strap,Falkirk,Alba / Scotland,35168
Bill Wells and Aidan Moffat,Falkirk,Alba / Scotland,35168
White Noise,Billingham,Tees Valley,35165
John Foxx,Chorley,Lancashire,34667
English Dogs,Grantham,Lincolnshire,34592
Sam Fender,North Shields,England,34423
Roddy Woomble,Irvine,Alba / Scotland,33698
What The Blood Revealed,Irvine,Alba / Scotland,33698
Radiohead,Abingdon,England,33130
No Devotion,Pontypridd,Rhondda Cynon Taf,32694
Lostprophets,Pontypridd,Rhondda Cynon Taf,32694
Pendragon,Stroud,Gloucestershire,32670
Republica,Windsor,England,32184
Ethereal Shroud,Ryde,Isle of Wight,32072
Kate Bush,Bexleyheath,England,31929
The Fall,Prestwich,England,31693
Elton John,Pinner,England,31130
We Are The Ocean,Loughton,Essex,31106
Mike and the Mechanics,Dover,Kent,31022
Joss Stone,Dover,Kent,31022
Bruford,Sevenoaks,Kent,29506
Glenn Hughes,Cannock,England,29018
Trapeze,Cannock,England,29018
Wild Beasts,Kendal,Westmorland and Furness,28586
Orange Juice,Bearsden,Alba / Scotland,28120
Forever Never,Billericay,Essex,27998
Bossk,Ashford,Kent,27382
Flies Are Spies From Hell,Chichester,West Sussex,26795
Smoke Fairies,Chichester,West Sussex,26795
Tom Odell,Chichester,West Sussex,26795
Hope Of The States,Chichester,West Sussex,26795
George Ezra,Hertford,Hertfordshire,26783
Rainbow,Hertford,Hertfordshire,26783
Right Said Fred,East Grinstead,West Sussex,26383
One Way System,Fleetwood,Lancashire,25939
Wham!,Bushey,England,25763
Doves,Wilmslow,Cheshire East,24497
The 1975,Wilmslow,Cheshire East,24497
Sad Lovers and Giants,Rickmansworth,England,23973
Save Your Breath,Newport,Newport,23957
Feeder,Newport,Newport,23957
Skindred,Newport,Newport,23957
Dub War,Newport,Newport,23957
Billy Idol,Stanmore,England,23700
Dutch Uncles,Marple,England,23687
Amy Macdonald,Bishopbriggs,Alba / Scotland,23540
Jem,Penarth,Vale of Glamorgan,22083
Newton Faulkner,Reigate,England,21820
Genesis,Godalming,Surrey,21804
Tall Ships,Falmouth,Cornwall,21797
Thirteen Senses,Penzance,Cornwall,21200
Jeff Beck,Wallington,England,20850
Eric Clapton,Ripley,Surrey,20807
Blind Faith,Ripley,Surrey,20807
Fischer-Z,Sandhurst,Berkshire,20803
Demon,Leek,Staffordshire,20768
Catfish and the Bottlemen,Llandudno,Cymru / Wales,20701
Mendeed,Dumbarton,Alba / Scotland,20527
The Pigeon Detectives,Rothwell,England,20354
Wunderhorse,Newquay,Cornwall,20342
Teenage Fanclub,Bellshill,Alba / Scotland,20290
Tom Vek,Davyhulme,England,19634
Morrissey,Davyhulme,England,19634
Hard-Fi,Staines-upon-Thames,Surrey,18484
22-20s,Sleaford,Lincolnshire,17671
Humble Pie,Moreton,Essex,17670
Yellow Days,Haslemere,Surrey,16826
Babe Ruth,Hatfield,Hertfordshire,16776
Colin Blunstone,Hatfield,Hertfordshire,16776
Cocteau Twins,Grangemouth,Alba / Scotland,16650
Lowlife,Grangemouth,Alba / Scotland,16650
Two Door Cinema Club,Bangor,Northern Ireland / Tuaisceart Éireann,16358
George Michael,East Finchley,England,15989
Mike Rutherford,Chertsey,Surrey,15967
Marmozets,Bingley,West Yorkshire,15925
Birdy,Lymington,England,15726
People In Planes,Porthcawl,Cymru / Wales,15640
The Elijah,Oswestry,England,15613
You Me At Six,Weybridge,Surrey,15449
Rick Wakeman,Perivale,England,15339
James Dean Bradfield,Tredegar,Cymru / Wales,15103
Anterior,Tredegar,Cymru / Wales,15103
Muse,Teignmouth,Devon,14749
David Thomas Broughton,Otley,West Yorkshire,13668
Secondsmile,Bridport,Dorset,13569
PJ Harvey,Bridport,Dorset,13569
Arthur Brown's Kingdom Come,Whitby,York and North Yorkshire,13213
Sham 69,Hersham,England,12414
Blitz,New Mills,East Midlands,12291
Novo Amor,Aberystwyth,Cymru / Wales,12250
KK's Priest,Bridgnorth,England,12079
Dean Blunt,Hackney,England,11734
Save Your Breath,Newport,Newport,11387
Skindred,Newport,Newport,11387
Feeder,Newport,Newport,11387
Dub War,Newport,Newport,11387
Crass,Epping,Essex,11047
Dave Gahan,Epping,Essex,11047
Mark Fry,Epping,Essex,11047
Amebix,Tavistock,Devon,11018
Rod Stewart,Highgate,England,10955
A Certain Ratio,Flixton,England,10786
Richard Wright,Hatch End,England,10693
Jesu,Abergele,Cymru / Wales,10577
Drenge,Castleton,East Midlands,10159
Fearless Vampire Killers,Beccles,Suffolk,10123
The Joy Formidable,Mold,Cymru / Wales,10058
Steve Winwood,Handsworth,England,9957
Rolo Tomassi,Stocksbridge,South Yorkshire,9869
The Twilight Sad,Kilsyth,Alba / Scotland,9860
The Music,Kippax,West Yorkshire,9785
Palma Violets,Lambeth,England,9675
The Nefilim,Lambeth,England,9675
Saracen,Matlock,England,9543
Jesus Jones,Bradford-on-Avon,Wiltshire,9402
asbestoscape,Bude,England,9222
Penetration,Ferryhill,England,8942
Reef,Glastonbury,Somerset,8932
Bonnie Tyler,Skewen,Cymru / Wales,8500
Manic Street Preachers,Blackwood,Caerphilly,8496
Nicky Wire,Blackwood,Caerphilly,8496
EMF,Cinderford,Gloucestershire,8494
It Bites,Egremont,Cumberland,8194
Metronomy,Totnes,Devon,8076
Charlie Simpson,Woodbridge,Suffolk,7749
The Enid,Tenterden,Kent,7735
The Pigeon Detectives,Rothwell,England,7694
Chris Squire,Kingsbury,England,7652
Polly Scattergood,Wivenhoe,Essex,7637
Peter Gabriel,Chobham,Surrey,7456
Gracious,Esher,Surrey,6743
Keane,Battle,East Sussex,6673
Molly,Anstey,Leicestershire,6528
Robert Fripp,Wimborne Minster,Dorset,6418
The Bees,Ventnor,Isle of Wight,5976
David Coverdale,Saltburn-by-the-Sea,England,5958
Owl John,Selkirk,Alba / Scotland,5784
Mastersystem,Selkirk,Alba / Scotland,5784
Frightened Rabbit,Selkirk,Alba / Scotland,5784
The Coral,Hoylake,England,5710
Harry Styles,Holmes Chapel,Cheshire East,5605
Roger Waters,Great Bookham,England,5596
Marina,Brynmawr,Cymru / Wales,5530
Joe Meek,Newent,Gloucestershire,5207
Melanie C,Whiston,Liverpool City Region,5042
Ozzy Osbourne,Marston Green,England,5000
Unseen Terror,Broseley,England,4929
Gruff Rhys,Bethesda,Cymru / Wales,4735
The Automatic,Cowbridge,Cymru / Wales,4063
Brian Eno,Melton,Suffolk,3741
Felt,Water Orton,England,3444
Bastions,Menai Bridge,Cymru / Wales,3376
Natasha Bedingfield,Cuckfield,West Sussex,3266
Xentrix,Preston,Lancashire,3258
The Fireman,Icklesham,East Sussex,2751
Blood From The Soul,Meriden,West Midlands,2719
Napalm Death,Meriden,West Midlands,2719
Cancer,Ironbridge,Shropshire,2582
